Geneid	0_R1	0_R2	15_R2	15_R3	60_R1	60_R2	60_R3	120_R1	120_R2	120_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-VC_RS00245	143	174	157	170	262	289	255	348	313	309	host	gene-VC_RS00245	0.2932952942615238	0	1
gene-VC_RS12120	1003	919	991	884	730	680	747	682	669	575	host	pyrI	0.18004479359964032	0	1
gene-VC_RS15495	593	690	719	685	925	725	903	1226	1465	1146	host	gene-VC_RS15495	0.2984771224834665	0	1
gene-VC_RS04205	2165	2293	2053	2142	3797	3505	3972	6017	6499	6119	host	acfD	0.4370777791742264	0	1
gene-VC_RS16285	103	140	136	134	265	196	215	274	368	337	host	gene-VC_RS16285	0.4009828307621569	0	1
gene-VC_RS01065	93	83	98	98	88	102	91	113	98	108	host	gene-VC_RS01065_gene_radC	0.08811774940478953	0	1
gene-VC_RS02280	6790	5722	4976	3378	2048	2184	3007	1669	939	1293	host	gene-VC_RS02280	0.5921880175644113	0	1
gene-VC_RS15775	696	841	782	659	1780	1813	2056	3240	3897	3121	host	gene-VC_RS15775	0.5962821254267148	0	1
gene-VC_RS12445	15956	20185	20655	19975	15604	15530	18464	19189	18330	16827	host	rplF	0.10323677249153457	0	1
gene-VC_RS17270	87	85	69	78	169	152	159	262	331	276	host	gene-VC_RS17270	0.5319999441351309	0	1
gene-VC_RS02145	1909	2373	2665	2724	2407	2319	2450	2150	2036	2011	host	rraB	0.1132478189263258	0	1
gene-VC_RS01185	2206	2702	2921	4327	4598	2933	4491	3476	3360	3173	host	gene-VC_RS01185	0.22469158342265041	0	1
gene-VC_RS17530	1519	1669	2051	2027	1854	1608	1680	1984	2060	1756	host	makA	0.10476768579961009	0	1
gene-VC_RS06015	296	225	218	273	200	183	202	246	306	230	host	gene-VC_RS06015	0.16642093106453054	0	1
gene-VC_RS07970	157	198	199	194	213	232	251	287	288	309	host	gene-VC_RS07970	0.20202525266340796	0	1
gene-VC_RS00650	214	244	286	287	261	201	214	246	547	273	host	gene-VC_RS00650	0.3404303070438353	0	1
gene-VC_RS16750	288	338	308	280	614	603	657	1013	1041	900	host	gene-VC_RS16750_gene_pyk	0.4716195919476091	0	1
gene-VC_RS12090	439	468	445	457	550	618	504	804	914	802	host	gene-VC_RS12090	0.2792755003946097	0	1
gene-VC_RS06640	1521	1611	1576	1555	1996	2204	2122	3172	3553	3068	host	gene-VC_RS06640	0.3214840282316168	0	1
gene-VC_RS17200	540	582	604	620	969	925	991	1323	1262	1233	host	gene-VC_RS17200	0.3185719070768847	0	1
gene-VC_RS16735	389	452	417	443	764	790	749	1126	1191	1017	host	gene-VC_RS16735	0.3927475147112141	0	1
gene-VC_RS04475	276	324	344	315	554	623	580	803	828	796	host	gene-VC_RS04475	0.3816570165042105	0	1
gene-VC_RS11115	2116	2025	1919	1905	1787	1602	1816	2476	2630	2260	host	gene-VC_RS11115	0.14847116145919861	0	1
gene-VC_RS11450	437	420	503	452	393	450	345	298	310	263	host	gene-VC_RS11450	0.1937740446282951	0	1
gene-VC_RS13985	91	130	112	112	121	136	123	236	201	184	host	rbsB	0.30457361142463013	0	1
gene-VC_RS06760	165	193	197	159	187	165	171	277	376	257	host	gene-VC_RS06760	0.30610478291675447	0	1
gene-VC_RS08825	1857	2275	1637	1841	7565	7404	8187	10320	9486	9348	host	gene-VC_RS08825	0.5747378466202004	0	1
gene-VC_RS19130	308	349	331	315	535	478	508	765	852	726	host	gene-VC_RS19130	0.37057960989165667	0	1
gene-VC_RS13240	530	606	561	555	650	687	737	868	886	798	host	glnG	0.1798715348865619	0	1
gene-VC_RS14585	238	273	260	267	347	358	352	416	434	389	host	gene-VC_RS14585	0.1983154729619262	0	1
gene-VC_RS00415	863	988	3002	976	938	931	911	1162	1070	1137	host	gene-VC_RS00415	0.5080120250518055	0	1
gene-VC_RS00065	4015	4624	9584	4561	4147	4605	4241	5762	5227	5213	host	gyrB	0.29843302656993737	0	1
gene-VC_RS00080	2421	2488	2513	2283	2400	2103	2200	3243	3515	2903	host	gene-VC_RS00080	0.16902934043970122	0	1
gene-VC_RS13845	1797	1735	1853	1750	1768	1682	1803	1951	1764	1731	host	gene-VC_RS13845	0.039887497992476866	1	1
gene-VC_RS00740	18961	7876	11576	49333	19110	6959	20360	5440	8663	10705	host	gene-VC_RS00740	0.7727024844986001	0	1
gene-VC_RS00225	675	754	735	971	2641	859	947	1018	973	1003	host	gene-VC_RS00225	0.5109980439471233	0	1
gene-VC_RS11210	286	422	425	427	480	420	452	515	558	445	host	gene-VC_RS11210	0.15320314096333448	0	1
gene-VC_RS17935	426	484	521	597	654	610	587	748	789	742	host	gene-VC_RS17935	0.18405329556775132	0	1
gene-VC_RS02130	628	665	648	672	680	658	695	743	745	719	host	gene-VC_RS02130	0.05491012449689163	0	1
gene-VC_RS12430	4568	5879	4929	4763	4479	4298	5126	5756	4888	7311	host	rpmD	0.1646163006538617	0	1
gene-VC_RS07690	82	98	86	76	197	175	178	428	409	364	host	gene-VC_RS07690	0.6329753205451198	0	1
gene-VC_RS17095	702	804	777	840	646	678	610	787	733	706	host	tesA	0.09565621235383309	0	1
gene-VC_RS09515	2535	2161	1983	2035	1091	1093	1047	1308	1183	1109	host	gene-VC_RS09515	0.3419957792310313	0	1
gene-VC_RS18040	61	60	59	70	129	133	116	226	229	177	host	gene-VC_RS18040	0.49926880271510604	0	1
gene-VC_RS00155	1352	1608	1782	1687	1343	1271	1182	1346	1215	1256	host	gene-VC_RS00155	0.14224735495063187	0	1
gene-VC_RS09060	1723	1874	1876	1656	2378	2362	2407	3079	3307	2781	host	lpxK	0.23219174880477048	0	1
gene-VPVV882_gp40	3443	6846	1022	1102	39725	43327	48225	72934	84726	79632	phage	gene-VPVV882_gp40	0.8369077091533254	0	0
gene-VC_RS00870	139	139	171	153	297	262	267	325	455	313	host	vspR	0.385623514614799	0	1
gene-VC_RS02475	3974	3985	3680	3652	4928	5538	5783	5871	5351	5191	host	pykF	0.175089876783728	0	1
gene-VC_RS08810	114	149	152	146	238	191	196	367	431	391	host	gene-VC_RS08810	0.4620589834156725	0	1
gene-VC_RS06960	966	1037	1150	1085	1033	875	1065	1287	1366	1061	host	gene-VC_RS06960	0.12539461143231423	0	1
gene-VC_RS03045	1087	1306	1259	1253	1709	1650	1678	2399	2297	2311	host	hrpB	0.2733470405141234	0	1
gene-VC_RS05350	118	143	159	147	186	213	208	255	261	226	host	gene-VC_RS05350	0.24261396783511227	0	1
gene-VC_RS18150	48	46	50	65	74	66	81	92	95	84	host	gene-VC_RS18150	0.24472015245167006	0	1
gene-VC_RS00310	4317	4307	4625	4248	2887	2548	3409	2523	2572	2150	host	gene-VC_RS00310	0.2641787595030719	0	1
gene-VC_RS04175	207	224	228	200	205	194	238	406	538	408	host	tcpJ	0.40179893991133736	0	1
gene-VC_RS09340	281	254	247	275	386	361	391	665	658	595	host	gene-VC_RS09340	0.3843063653367412	0	1
gene-VC_RS13925	267	299	269	328	235	211	236	336	358	299	host	tssH	0.16190816609752645	0	1
gene-VC_RS03720	2276	2190	2587	2343	1288	1056	1274	1133	956	940	host	yajC	0.3892208098776017	0	1
gene-VC_RS11535	570	538	528	482	934	1162	954	1247	1822	1226	host	gene-VC_RS11535	0.4332793058600324	0	1
gene-VC_RS05040	689	754	732	732	1354	1424	1371	2177	2063	1959	host	gene-VC_RS05040	0.4213417884696693	0	1
gene-VC_RS02490	1988	1883	1953	2209	540	396	390	308	253	258	host	gene-VC_RS02490	0.8017260652479558	0	1
gene-VC_RS10925	1758	2240	2302	2424	2430	2342	2337	2362	2230	2161	host	map	0.08208276143079521	0	1
gene-VC_RS03280	6481	8049	8032	8387	9837	10790	10506	12838	12963	11664	host	pnp	0.2086789143532669	0	1
gene-VC_RS10815	747	848	861	880	871	934	867	1018	1094	1006	host	gene-VC_RS10815	0.10529001567333125	0	1
gene-VC_RS18595	19802	16447	13283	47616	21581	23746	22588	18039	9620	16064	host	gene-VC_RS18595	0.47001920823151544	0	1
gene-VC_RS12745	3779	9183	4308	4869	925	866	761	803	707	654	host	argB	1.0027225203251804	0	1
gene-VC_RS07175	1389	1998	2626	2695	1645	1485	1156	925	840	861	host	fabA	0.4164737107475093	0	1
gene-VC_RS06905	2938	3206	3394	3110	3063	2777	3249	4705	4550	4027	host	potB	0.1845016285078872	0	1
gene-VC_RS10315	3890	4285	4692	4630	4433	4738	4534	3883	3350	3437	host	gene-VC_RS10315	0.11673289082369344	0	1
gene-VC_RS04870	7241	6063	8327	8338	4505	3700	4216	9387	8149	8212	host	htpG	0.28417532931059974	0	1
gene-VC_RS14865	349	425	406	389	631	578	770	1362	1513	1347	host	gene-VC_RS14865	0.5558087571822166	0	1
gene-VC_RS15370	172	226	220	204	496	371	437	984	943	1007	host	gene-VC_RS15370	0.6423672805346167	0	1
gene-VC_RS07320	16	9	17	18	25	20	17	26	41	36	host	gene-VC_RS07320	0.4108407519426355	0	1
gene-VC_RS08370	109	98	143	118	109	116	94	122	130	118	host	gene-VC_RS08370	0.11832132418175631	0	1
gene-VC_RS03110	49	60	43	48	84	96	86	159	146	127	host	gene-VC_RS03110	0.44414624458385726	0	1
gene-VC_RS15975	2135	2045	2049	1992	3783	3247	4013	5461	6615	5318	host	gene-VC_RS15975	0.43429573859983883	0	1
gene-VC_RS11460	917	916	831	836	1159	1168	1172	1534	1630	1459	host	gene-VC_RS11460	0.24063636929734009	0	1
gene-VC_RS07980	1128	1342	1390	1527	1871	1844	1678	2172	2104	2101	host	vesC	0.19989155874902612	0	1
gene-VC_RS02270	4283	4010	3996	3299	3145	5344	4010	1843	1583	1538	host	gene-VC_RS02270	0.3685331616529315	0	1
gene-VC_RS01615	17195	18734	18855	20285	13136	27306	12915	39805	21268	20682	host	rpoB	0.351401135988371	0	1
gene-VC_RS17960	310	322	433	376	345	341	389	420	475	401	host	gene-VC_RS17960	0.13107972060753423	0	1
gene-VC_RS13960	741	750	826	780	478	305	467	375	340	395	host	tsiV3	0.3554406082968844	0	1
gene-VC_RS14905	293	313	361	324	533	444	510	765	944	778	host	gene-VC_RS14905	0.41179344341450747	0	1
gene-VC_RS00670	729	793	858	880	826	825	847	822	858	761	host	rsmD	0.054234332400766444	0	1
gene-VC_RS02845	1738	1902	1801	1962	2157	3084	2279	3077	2962	2926	host	gene-VC_RS02845	0.22261913561122332	0	1
gene-VC_RS11570	1976	2175	1947	2270	2737	2789	2922	4117	4070	3983	host	ftsW	0.28337320123853116	0	1
gene-VC_RS09280	716	704	904	808	561	422	574	1152	823	984	host	gene-VC_RS09280	0.2692789692016808	0	1
gene-VC_RS02090	187	190	201	205	181	176	158	333	339	318	host	gene-VC_RS02090	0.29525404915591	0	1
gene-VC_RS07750	388	468	474	453	650	655	677	882	886	824	host	gene-VC_RS07750	0.27699334141084747	0	1
gene-VC_RS10765	4850	4808	5397	4918	4053	4065	4198	1753	1687	1416	host	purN	0.3852400111528775	0	1
gene-VC_RS11265	639	707	703	706	843	792	833	1097	1051	945	host	gene-VC_RS11265	0.17757421208235744	0	1
gene-VC_RS13530	958	949	973	987	1009	1094	979	1046	1162	998	host	gene-VC_RS13530	0.06273204869792931	0	1
gene-VC_RS09995	214	300	312	288	426	417	385	585	556	488	host	gene-VC_RS09995	0.2896487536702657	0	1
gene-VC_RS14750	544	616	551	530	906	682	1039	1608	2259	1587	host	gene-VC_RS14750	0.546178912411082	0	1
gene-VC_RS14925	235	290	288	313	365	285	321	546	568	539	host	gene-VC_RS14925	0.318596924027838	0	1
gene-VC_RS06835	3022	3254	3408	3219	3831	3528	3953	4906	5348	4581	host	gene-VC_RS06835	0.19184332469614915	0	1
gene-VC_RS08085	2134	2149	2129	2029	2171	2132	2048	3332	3488	3082	host	gene-VC_RS08085	0.22409646430013871	0	1
gene-VC_RS13415	3583	3698	3727	4152	2566	2271	2512	2247	2066	1947	host	gene-VC_RS13415	0.2700827136206914	0	1
gene-VC_RS01200	9730	7558	9951	9690	5973	4697	5906	4967	5678	4785	host	gene-VC_RS01200	0.2970726015496965	0	1
gene-VC_RS12475	24777	20176	20170	17439	13957	15034	19366	15977	9696	13338	host	rpsQ	0.24072833466995625	0	1
gene-VC_RS12040	4233	2795	5531	9878	6931	2124	3755	7098	5709	5111	host	gene-VC_RS12040	0.40774354210691177	0	1
gene-VC_RS04595	174	213	222	229	246	272	275	471	384	411	host	vpsI	0.3209514029105676	0	1
gene-VPVV882_gp67	480	608	542	512	1617	1856	1622	2093	1687	2026	phage	gene-VPVV882_gp67	0.49483541247048957	0	0
gene-VC_RS12955	80	91	82	76	106	81	101	165	196	152	host	gene-VC_RS12955	0.3565614008539091	0	1
gene-VC_RS00380	1617	1626	1979	1851	1404	529	650	605	583	524	host	uspA	0.5077801321979113	0	1
gene-VC_RS08980	542	542	565	606	549	578	622	958	1210	983	host	gene-VC_RS08980	0.3202689869541801	0	1
gene-VC_RS15730	584	683	626	569	1167	1039	1324	2683	3027	2764	host	gene-VC_RS15730	0.6481783920061936	0	1
gene-VC_RS09415	1131	1347	1470	1501	1409	1421	1339	1424	1398	1303	host	gene-VC_RS09415	0.07199553860739771	0	1
gene-VC_RS12390	40832	34242	40492	38656	30337	31548	37956	32364	35989	27343	host	rplQ	0.12365895639110279	0	1
gene-VC_RS09465	82	96	82	100	139	137	130	167	161	173	host	gene-VC_RS09465	0.2601478627870821	0	1
gene-VC_RS12835	5210	2526	5597	4216	1708	1310	1323	1521	1424	1323	host	gene-VC_RS12835	0.6244013386297768	0	1
gene-VC_RS08635	411	535	473	493	943	864	994	1427	1498	1357	host	gene-VC_RS08635	0.441411542000938	0	1
gene-VC_RS03235	29989	8266	9972	8971	9345	12874	14413	5539	9251	68137	host	secG	1.0188183439291412	0	1
gene-VC_RS07640	187	203	173	185	315	320	317	578	612	563	host	gene-VC_RS07640	0.48088276317076195	0	1
gene-VC_RS12070	2979	2970	3034	2947	3237	3417	3801	3268	3633	2864	host	lptF	0.0936088609469754	0	1
gene-VC_RS02935	4084	5489	6460	11925	3203	10277	2679	3596	3292	3425	host	gene-VC_RS02935	0.5603828521863979	0	1
gene-VC_RS08130	1975	1881	1854	1835	2150	2171	2133	2890	3138	2576	host	gene-VC_RS08130	0.19152795021909289	0	1
gene-VPVV882_gp25	3262	4857	1252	1567	44226	56203	57129	51616	43875	54179	phage	gene-VPVV882_gp25	0.7581326047538993	0	0
gene-VC_RS18565	49	72	58	60	124	149	140	272	303	256	host	gene-VC_RS18565	0.614791071418769	0	1
gene-VC_RS00525	2473	2068	1235	1713	3925	4788	6613	6640	4657	5434	host	gene-VC_RS00525	0.47866160162454496	0	1
gene-VC_RS12170	762	1100	1092	1189	2097	2286	1783	2569	1876	2609	host	gene-VC_RS12170	0.3632409030353957	0	1
gene-VC_RS15330	361	456	425	392	642	609	838	1548	1799	1761	host	gene-VC_RS15330	0.6297677533573132	0	1
gene-VC_RS00620	1454	1459	1412	1258	1055	957	1040	1222	1228	1053	host	gene-VC_RS00620	0.14424629281863108	0	1
gene-VC_RS09015	506	584	552	545	583	579	501	709	746	686	host	gene-VC_RS09015	0.13512746447591728	0	1
gene-VC_RS11135	2563	2318	2589	2257	4454	3693	4678	2653	2331	2040	host	gene-VC_RS11135	0.3072674267505634	0	1
gene-VC_RS09040	527	512	486	480	308	309	297	415	497	492	host	gene-VC_RS09040	0.2036255500878995	0	1
gene-VC_RS12465	13353	13822	18065	12298	9935	8712	10543	6532	6893	5438	host	rplX	0.351175345250483	0	1
gene-VC_RS16215	113	108	120	110	255	281	255	375	340	314	host	gene-VC_RS16215	0.4381736935340541	0	1
gene-VC_RS10370	4985	5468	5691	5574	4052	3706	4139	3591	3235	3254	host	dapA	0.2111761834033545	0	1
gene-VPVV882_gp09	3969	6497	1161	1445	41338	52847	53036	63225	62010	64241	phage	gene-VPVV882_gp09	0.7624322466465278	0	0
gene-VC_RS04120	300	272	291	294	389	297	350	423	431	398	host	tcpA	0.16781479229360344	0	1
gene-VC_RS18350	20	17	15	21	26	21	25	49	54	47	host	gene-VC_RS18350	0.4697698495828921	0	1
gene-VC_RS15420	552	716	654	630	1841	1478	1797	1966	2048	1863	host	gene-VC_RS15420	0.4447164026307568	0	1
gene-VC_RS14590	733	991	947	995	425	392	391	405	381	351	host	gene-VC_RS14590	0.4440793810561677	0	1
gene-VC_RS09855	624	657	672	638	1237	1330	1244	1682	1814	1543	host	gene-VC_RS09855	0.384698842339947	0	1
gene-VC_RS12965	597	647	592	586	890	886	857	1071	1136	984	host	cpxA	0.23843367765590448	0	1
gene-VC_RS04890	510	607	569	609	822	879	817	935	857	855	host	rfaH	0.19588665908364414	0	1
gene-VC_RS18475	185	173	157	166	131	170	119	154	194	173	host	cheD	0.1347014164441415	0	1
gene-VC_RS01365	69	82	80	86	121	151	121	198	197	161	host	gene-VC_RS01365	0.36216580441783175	0	1
gene-VC_RS09905	693	816	822	832	1022	906	950	1101	905	1104	host	ccmB	0.13727072451849165	0	1
gene-VC_RS06010	3198	3274	3400	3413	5119	5032	5055	3595	3236	3046	host	purT	0.21328313378889038	0	1
gene-VC_RS15475	252	317	319	315	559	498	556	824	795	791	host	gene-VC_RS15475	0.40146065152015403	0	1
gene-VC_RS05610	3001	2933	3218	3068	3045	3173	2987	3914	3799	3557	host	clpA	0.10356345727691034	0	1
gene-VC_RS16415	682	720	622	617	1018	936	1008	1331	1173	1182	host	gene-VC_RS16415	0.2627386849246272	0	1
gene-VC_RS02740	1007	1086	1167	1440	263	207	176	216	192	221	host	cysW	0.8085997225562714	0	1
gene-VC_RS10660	1894	1881	2129	1909	2015	2224	2001	1753	1654	1434	host	gene-VC_RS10660	0.11589390932389243	0	1
gene-VC_RS17730	2272	2178	2259	2159	2765	2850	2577	1911	2057	1619	host	pyrC	0.15886048048435472	0	1
gene-VC_RS01130	1622	1592	1655	1442	962	795	864	1273	1297	1144	host	gene-VC_RS01130	0.23815576326610305	0	1
gene-VC_RS01090	549	593	575	554	1086	1051	1009	1460	1570	1336	host	coaD	0.38292338541526605	0	1
gene-VC_RS05520	3039	3446	3567	3346	3534	3669	3614	4485	4060	3615	host	purB	0.10265538367403176	0	1
gene-VC_RS16220	501	530	437	453	589	619	584	878	937	813	host	gene-VC_RS16220	0.2677302525181013	0	1
gene-VC_RS09035	2227	2305	2390	2260	1116	987	1067	880	872	803	host	gene-VC_RS09035	0.44538468109090124	0	1
gene-VC_RS16595	320	374	379	376	537	595	554	788	704	720	host	narQ	0.2971936405814897	0	1
gene-VC_RS06550	130	174	148	131	245	237	238	456	457	435	host	gene-VC_RS06550	0.4805752931084874	0	1
gene-VC_RS07670	1885	1908	1926	1990	2070	1902	2184	2385	2444	2142	host	gene-VC_RS07670	0.09247513316251502	0	1
gene-VC_RS08990	2923	3168	3611	3853	1548	1337	1444	2087	1856	1960	host	gene-VC_RS08990	0.37113903174519736	0	1
gene-VC_RS16040	1031	1112	987	999	2023	2019	2138	2531	4084	2296	host	gene-VC_RS16040	0.47763206216805804	0	1
gene-VC_RS14515	167	180	198	202	261	267	275	357	375	290	host	ulaR	0.2636631330242499	0	1
gene-VC_RS08045	1566	1655	1811	1602	2032	1780	1810	1775	1886	1471	host	gene-VC_RS08045	0.09061167327794387	0	1
gene-VC_RS18795	146	213	194	295	290	243	248	325	287	317	host	gene-VC_RS18795	0.2146403787293669	0	1
gene-VC_RS02295	14037	12358	11969	9994	15716	13602	17949	8445	6524	6858	host	gene-VC_RS02295	0.30518532335504517	0	1
gene-VC_RS12870	1987	2715	2883	3124	2392	2931	2391	2552	2313	2326	host	rraA	0.128599815596559	0	1
gene-VC_RS08365	4999	5487	5663	5719	5633	5861	5408	6177	6414	5780	host	topA	0.06538543429778877	0	1
gene-VC_RS13005	826	861	875	822	860	820	747	1243	1183	1181	host	gene-VC_RS13005	0.18523454104509274	0	1
gene-VC_RS00560	815	866	997	1027	936	866	850	822	717	682	host	hemC	0.12124015818620879	0	1
gene-VC_RS06020	309	404	316	335	544	543	593	1259	1175	1111	host	cdd	0.5412287226881733	0	1
gene-VC_RS10935	1000	1070	1061	971	770	606	729	993	1189	927	host	gene-VC_RS10935	0.18132650256527247	0	1
gene-VC_RS09425	2319	2021	2191	1921	2663	2400	2613	2370	2382	2035	host	minC	0.10276981347680153	0	1
gene-VC_RS00035	309	309	333	304	253	260	230	303	295	274	host	gene-VC_RS00035	0.10450638533947017	0	1
gene-VC_RS02785	10920	9141	7346	8999	9711	11708	12558	9511	8373	7787	host	gene-VC_RS02785	0.16592322055512865	0	1
gene-VC_RS03450	1105	1435	1335	1392	1491	1504	1331	1747	1500	1725	host	lspA	0.12291624569325713	0	1
gene-VC_RS13395	4162	4846	8362	8342	2657	2235	2153	1764	1556	1605	host	atpE	0.6667493595642632	0	1
gene-VC_RS04975	1105	1332	1555	1531	1597	1434	1470	1817	1596	1448	host	gene-VC_RS04975	0.11904376364150179	0	1
gene-VC_RS01950	70	93	101	102	143	214	83	108	114	117	host	gene-VC_RS01950	0.33296191558556865	0	1
gene-VC_RS06840	1035	1312	1297	1298	2567	2395	2464	2463	2361	2217	host	gene-VC_RS06840	0.3022417840801583	0	1
gene-VC_RS18280	254	276	322	339	449	352	410	517	546	531	host	gene-VC_RS18280	0.2545506379062714	0	1
gene-VC_RS13890	297	266	319	301	289	283	300	357	359	325	host	tssE	0.09344846116230493	0	1
gene-VC_RS12790	478	526	439	538	1341	1173	1240	1655	1725	1587	host	epmA	0.46524291014151037	0	1
gene-VC_RS10050	6054	6205	6211	6794	3963	3635	4129	4067	4104	3765	host	sucA	0.24207921184505052	0	1
gene-VC_RS10140	1028	1214	1316	1385	2014	1990	1982	2386	2404	2240	host	gene-VC_RS10140	0.2706487631880671	0	1
gene-VPVV882_gp30	2078	6887	491	695	26645	32755	29012	74227	82825	83951	phage	gene-VPVV882_gp30	0.957167806759489	0	0
gene-VC_RS06255	540	548	597	535	650	620	662	859	970	769	host	gene-VC_RS06255	0.20611981280090697	0	1
gene-VC_RS17410	37	40	42	28	82	73	77	111	128	98	host	gene-VC_RS17410	0.4534785223146521	0	1
gene-VC_RS04010	102	120	84	117	197	204	171	235	248	236	host	gene-VC_RS04010	0.339496439955769	0	1
gene-VC_RS08475	2650	2752	2649	2743	2290	2260	2302	3747	3751	3474	host	vexD	0.19354318986982635	0	1
gene-VC_RS11250	1772	1773	1800	1968	2329	2276	2258	2373	2254	2318	host	gene-VC_RS11250	0.11349506769747444	0	1
gene-VC_RS11165	1116	1162	1299	1187	1394	1341	1381	1640	1487	1425	host	mltA	0.11297622265716221	0	1
gene-VPVV882_gp62	3204	5359	2746	3569	40627	51502	41644	50132	43808	49105	phage	gene-VPVV882_gp62	0.7216802504049231	0	0
gene-VC_RS01935	3051	3173	3304	3205	733	625	752	684	720	592	host	gene-VC_RS01935	0.7282934790111419	0	1
gene-VC_RS04705	1246	1330	1350	1364	994	1048	1051	1474	1326	1383	host	mrdB	0.12546343305060143	0	1
gene-VC_RS07845	201	243	242	241	340	317	331	526	616	538	host	gene-VC_RS07845	0.3883538684473529	0	1
gene-VC_RS03205	1495	1546	1921	1760	1443	1343	1305	1279	1516	1203	host	greA	0.1426901158905117	0	1
gene-VC_RS16315	321	264	284	257	295	383	316	453	471	454	host	elbB	0.22614638315884367	0	1
gene-VC_RS12585	843	825	808	844	1031	1028	1195	1376	1435	1284	host	gene-VC_RS12585	0.214299514478405	0	1
gene-VC_RS05005	1863	2003	1903	1899	2418	2511	2447	4066	3731	3676	host	rsxC	0.3040552712146782	0	1
gene-VC_RS07685	329	410	582	320	676	653	655	1526	1249	1142	host	gene-VC_RS07685	0.519400689770145	0	1
gene-VC_RS08035	380	428	442	490	411	396	423	503	570	403	host	gene-VC_RS08035	0.12591654805391403	0	1
gene-VC_RS17910	1231	1375	1372	1309	879	746	819	1117	1124	1096	host	gene-VC_RS17910	0.1946184622229927	0	1
gene-VC_RS06270	674	677	686	703	974	902	1013	1262	1469	1194	host	chbG	0.27972239621372225	0	1
gene-VC_RS07180	1621	1720	2161	1961	977	886	911	641	652	501	host	rmf	0.4762789857103364	0	1
gene-VC_RS13010	1179	1225	1396	1296	707	646	620	683	628	528	host	gene-VC_RS13010	0.359415925072055	0	1
gene-VC_RS16780	148	146	180	173	146	153	170	162	158	165	host	gene-VC_RS16780	0.07085672388453436	0	1
gene-VC_RS17680	578	673	901	877	556	555	496	600	587	533	host	gene-VC_RS17680	0.21102650393593514	0	1
gene-VC_RS01120	791	836	846	828	479	398	472	685	710	592	host	gene-VC_RS01120	0.24075149036874516	0	1
gene-VC_RS17965	231	300	281	284	280	277	273	383	434	354	host	gene-VC_RS17965	0.18787857564899219	0	1
gene-VC_RS06140	8566	8987	8228	8642	6828	7169	6908	7325	6522	6488	host	gyrA	0.11865868696499478	0	1
gene-VC_RS10915	11559	13102	13827	12600	9099	9788	9307	7710	5700	6591	host	tsf	0.2666756953574431	0	1
gene-VC_RS00240	4848	5099	5643	5349	7440	7419	7135	2696	2503	2132	host	purE	0.3810983352314106	0	1
