Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	Entity	Symbol	relative changes	negligible changes	Outlier
gene-PA2386	27	11	45	43	49	27	30	5	4	19	29	0	4	host	pvdA	0.7185090712322603	0	1
gene-PA0078	383	418	516	869	896	324	447	162	38	100	63	11	13	host	gene-PA0078	0.8957084526091466	0	1
gene-PA3639	1707	1269	2001	2298	1067	740	1883	245	206	540	79	63	87	host	accA	0.8385819740461118	0	1
gene-PA2588	25	23	53	59	43	26	51	14	8	26	41	1	4	host	gene-PA2588	0.6426908743347002	0	1
gene-PA4752	372	372	915	501	1367	1963	329	514	604	207	156	213	111	host	ftsJ	0.8819691704169713	0	1
gene-PA2911	104	91	201	194	70	153	79	20	21	34	75	14	5	host	gene-PA2911	0.7818435578607462	0	1
gene-PA4323	522	486	555	902	872	383	653	239	66	137	85	19	20	host	gene-PA4323	0.7915152456200661	0	1
gene-PA5065	457	350	629	800	620	383	578	153	75	166	100	12	11	host	ubiB	0.7688551407779574	0	1
gene-PA0919	239	199	244	377	465	160	258	192	60	72	65	17	16	host	gene-PA0919	0.7271653579682432	0	1
gene-PA5377	38	34	82	74	33	39	50	8	12	28	37	5	8	host	gene-PA5377	0.6695535654753968	0	1
gene-PA4558	765	555	885	1081	768	508	673	246	139	331	81	17	51	host	gene-PA4558	0.719653945025829	0	1
gene-PA4389	939	621	1031	900	874	389	390	252	80	119	88	23	17	host	gene-PA4389_gene_speA	0.8407294737258225	0	1
gene-PA1817	100	64	85	119	137	67	149	39	17	31	22	3	5	host	gene-PA1817	0.7478454688876635	0	1
gene-EST35_0256	0	0	0	0	12	116	17	19495	13228	5555	67724	36379	28731	phage	gene-EST35_0256	1.4983900114593396	0	0
gene-EST35_0105	0	0	0	0	6924	30301	28835	4055	4996	7194	5585	4260	4156	phage	gene-EST35_0105	1.3204002991410673	0	0
gene-PA3504	44	27	73	69	94	40	68	30	7	16	46	5	2	host	gene-PA3504	0.7018341183198122	0	1
gene-PA1293	278	298	491	668	271	179	272	40	43	106	31	17	7	host	gene-PA1293	0.9321909998372853	0	1
gene-PA1318	177	146	389	394	147	349	170	61	76	60	56	44	13	host	cyoB	0.8056182664102064	0	1
gene-PA4306	14	13	44	13	12	27	25	7	9	8	9	1	5	host	flp	0.7661815909549654	0	1
gene-PA4843	424	343	604	922	419	206	328	129	60	86	119	21	24	host	gene-PA4843	0.8947057663915684	0	1
gene-PA3282	21	7	24	26	22	9	18	6	9	13	22	10	13	host	gene-PA3282	0.4390330283703038	0	1
gene-PA0158	485	339	594	653	707	429	510	177	117	199	184	27	41	host	gene-PA0158	0.6578450816214789	0	1
gene-PA3662	145	128	234	219	194	161	205	56	39	74	19	20	20	host	gene-PA3662	0.6764359418281102	0	1
gene-PA4352	204	116	150	453	743	196	1022	426	44	138	103	26	28	host	gene-PA4352	1.0400863854718487	0	1
gene-PA0766	2719	1791	2790	3674	3820	1615	3477	758	500	1240	162	121	120	host	mucD	0.7694607428780865	0	1
gene-PA2938	31	25	31	37	51	44	39	20	20	21	64	17	9	host	gene-PA2938	0.467574747001048	0	1
gene-EST35_0107	0	0	0	0	11	141	13	413	736	606	437	494	1036	phage	gene-EST35_0107	1.1153347613991098	0	0
gene-PA3886	91	65	130	155	112	86	217	39	17	38	51	8	0	host	gene-PA3886	0.7834212199105017	0	1
gene-PA0563	1485	1626	2141	3137	1183	575	907	187	101	275	55	25	59	host	gene-PA0563	1.0320494332469397	0	1
gene-PA1421	148	21	70	140	104	81	370	22	33	212	38	5	15	host	gbuA	1.022202534229111	0	1
gene-PA1656	336	198	278	693	504	137	625	201	23	57	89	12	19	host	gene-PA1656	0.9176048363007387	0	1
gene-EST35_0420	0	0	0	0	9346	3523	70	25938	9724	8796	3783	2601	4373	phage	gene-EST35_0420	1.3250739621435368	0	0
gene-PA2450	180	137	194	299	186	99	202	48	20	24	21	7	4	host	gene-PA2450	0.8486490825103764	0	1
gene-EST35_0124	0	0	0	0	69	125	32	4447	1143	1111	1109	1308	1131	phage	gene-EST35_0124	1.4650968268587534	0	0
gene-PA2910	27	17	43	29	46	16	44	6	4	5	24	3	6	host	gene-PA2910	0.744269373186097	0	1
gene-PA4993	76	65	91	117	133	63	110	45	12	29	67	7	7	host	gene-PA4993	0.640917201558621	0	1
gene-PA1788	134	87	131	169	189	100	148	51	22	55	37	9	14	host	gene-PA1788	0.6718728036874682	0	1
gene-PA3248	72	50	84	116	112	61	126	43	16	31	23	6	6	host	gene-PA3248	0.7036397201765088	0	1
gene-PA3586	44	39	51	56	95	39	42	31	4	11	26	4	4	host	gene-PA3586	0.7234686345719732	0	1
gene-PA0035	140	107	155	165	178	121	138	70	30	59	58	3	10	host	trpA	0.607903823065205	0	1
gene-PA4419	285	243	428	376	418	289	298	123	66	122	27	13	18	host	ftsL	0.710335183396832	0	1
gene-PA5369	203	206	253	360	315	190	186	124	54	132	68	14	22	host	pstS	0.6346803877462428	0	1
gene-PA2399	157	76	167	159	262	104	202	116	47	75	171	17	15	host	pvdD	0.5897521124541282	0	1
gene-PA1394	41	28	55	85	73	37	76	15	1	9	14	2	4	host	gene-PA1394	0.8523666614901328	0	1
gene-PA4779	55	45	71	104	88	60	87	36	15	35	31	7	3	host	gene-PA4779	0.6295818501150564	0	1
gene-PA4077	36	30	60	50	27	28	28	6	6	14	9	3	0	host	gene-PA4077	0.7835357579344762	0	1
gene-PA1287	127	69	106	157	104	61	136	29	16	56	23	9	5	host	gene-PA1287	0.7254427825937118	0	1
gene-PA5265	165	120	253	181	154	118	184	53	33	53	158	14	12	host	gene-PA5265	0.633553904656874	0	1
gene-PA2468	31	13	26	44	41	35	33	19	9	23	12	2	4	host	foxI	0.5938794599163115	0	1
gene-PA1664	1	1	1	5	9	1	7	3	2	3	5	0	0	host	gene-PA1664	0.9244298984342261	0	1
gene-PA5518	337	244	394	474	362	257	498	141	89	154	124	15	17	host	gene-PA5518	0.6601738374241011	0	1
gene-PA2651	235	177	327	447	268	208	399	63	43	150	46	27	23	host	gene-PA2651	0.7491734415429987	0	1
gene-PA1508	12	3	11	11	5	6	12	0	0	3	1	1	0	host	gene-PA1508	0.938083151964686	0	1
gene-PA0727	47	28	78	53	33	31	49	15	5	13	51	6	1	host	gene-PA0727	0.7069889903532207	0	1
gene-PA3198	83	73	90	103	150	68	120	47	18	23	24	6	4	host	gene-PA3198	0.7158168689605439	0	1
gene-PA1558	46	38	77	67	91	32	54	33	5	20	19	5	3	host	gene-PA1558	0.7224143886564985	0	1
gene-EST35_0274	0	0	0	0	684	1505	131	2613	14272	4199	11833	14032	21716	phage	gene-EST35_0274	1.2967635342031583	0	0
gene-PA4663	454	301	373	584	777	395	679	280	88	165	76	16	25	host	moeB	0.742336536607567	0	1
gene-PA0625	206	127	134	220	732	547	161	291	219	119	196	64	31	host	gene-PA0625	0.8042874931592185	0	1
gene-PA5131	796	666	949	1298	855	455	590	166	91	218	75	34	13	host	pgm	0.8371711868357191	0	1
gene-PA0085	2268	2149	2803	2932	2506	1092	993	406	188	340	129	59	77	host	hcp1	0.8894436659424333	0	1
gene-PA5310	167	130	227	210	215	124	211	85	31	63	84	4	8	host	gene-PA5310	0.6495072793737093	0	1
gene-PA2409	22	28	52	58	114	32	72	24	8	10	11	0	5	host	gene-PA2409	0.9357179778092621	0	1
gene-PA0826.2	1181845	518211	883968	912654	1100493	614092	565071	449809	195137	318713	130476	87472	69085	host	ssrA	0.6807352873882434	0	1
gene-PA1114	58	34	47	71	137	59	156	44	26	40	17	10	10	host	gene-PA1114	0.7941901428093273	0	1
gene-PA1646	69	32	79	84	136	73	93	60	17	35	36	3	4	host	gene-PA1646	0.6709831832277567	0	1
gene-PA2146	3	1	6	1	2	1	2	0	2	2	3	1	1	host	gene-PA2146	0.7483314773547882	0	1
gene-PA1730	22	15	43	31	23	50	47	8	15	13	40	11	4	host	gene-PA1730	0.6108783277497888	0	1
gene-PA1798	57	72	140	166	144	81	118	44	33	49	46	12	12	host	parS	0.6587216506778046	0	1
gene-PA4899	38	31	47	40	56	19	27	12	6	7	39	3	1	host	gene-PA4899	0.7016699350875122	0	1
gene-PA0761	1111	725	1188	1230	1473	850	1378	551	175	311	250	59	69	host	nadB	0.6908569467967298	0	1
gene-PA0624	111	80	60	127	276	154	57	114	70	43	57	24	16	host	gene-PA0624	0.7218774579283908	0	1
gene-EST35_0123	0	0	0	0	110	206	25	11980	5352	3922	6977	4301	6544	phage	gene-EST35_0123	1.2206875330285312	0	0
gene-PA1048	873	793	1287	1476	677	617	909	197	144	329	75	44	40	host	gene-PA1048	0.8066316165924171	0	1
gene-PA0921	118	85	73	132	122	43	54	33	15	23	36	6	3	host	gene-PA0921	0.7559881665701103	0	1
gene-PA2919	12	13	13	21	13	14	15	8	4	4	2	0	3	host	gene-PA2919	0.6455145715474484	0	1
gene-PA3982	139	142	216	260	202	159	301	35	60	147	23	10	15	host	gene-PA3982	0.7093483739789058	0	1
gene-PA4617	119	94	155	172	202	118	124	74	23	44	80	9	12	host	gene-PA4617	0.6283827896403843	0	1
gene-EST35_0347	0	0	0	0	167	1907	241	5036	5901	651	96454	58408	28224	phage	gene-EST35_0347	1.883625027178517	0	0
gene-PA1439	78	53	82	107	132	108	126	28	26	82	19	8	12	host	gene-PA1439	0.6454703179671055	0	1
gene-PA0030	37	25	22	28	39	19	29	11	5	11	37	3	1	host	gene-PA0030	0.625748440197609	0	1
gene-PA4635	57	47	64	84	84	51	75	28	9	18	30	5	4	host	gene-PA4635	0.6562900104503215	0	1
gene-PA0838	354	231	343	430	333	221	328	62	79	151	44	14	15	host	gene-PA0838	0.7081627414734436	0	1
gene-PA2173	7	2	6	3	6	6	3	0	1	1	7	2	0	host	gene-PA2173	0.7558313249234496	0	1
gene-PA4539	250	215	454	395	297	233	322	59	39	86	66	12	10	host	gene-PA4539	0.7781124765604379	0	1
gene-PA1619	51	43	65	103	128	44	103	24	10	20	27	5	0	host	gene-PA1619	0.8222780429182438	0	1
gene-PA3650	1541	1075	1471	2265	3064	1190	1803	1051	224	518	272	46	63	host	dxr	0.782781764971811	0	1
gene-PA3888	15	16	27	39	43	27	55	13	9	18	26	7	2	host	gene-PA3888	0.6482858745620871	0	1
gene-PA0238	29	27	48	57	101	21	43	50	4	3	47	1	0	host	gene-PA0238	0.8390478997738388	0	1
gene-PA4430	1685	2090	2816	4914	1681	1470	2250	217	817	1548	88	155	206	host	gene-PA4430	0.8471517368034096	0	1
gene-PA1669	155	108	177	263	470	104	193	127	36	100	84	12	7	host	gene-PA1669	0.8343903046680912	0	1
gene-PA5075	438	421	589	688	381	266	344	112	48	126	54	26	15	host	gene-PA5075	0.8037458346857072	0	1
gene-PA5288	2166	966	1571	1988	2820	675	980	805	115	314	142	41	27	host	glnK	0.9025564295042978	0	1
gene-PA0978	29	17	50	45	81	35	34	32	17	17	38	7	12	host	gene-PA0978	0.5939868426181527	0	1
gene-PA1556	126	116	126	527	230	231	683	59	80	164	24	48	70	host	ccoO2	0.9904458394261814	0	1
gene-PA2597	18	6	17	14	23	18	23	16	5	7	19	2	3	host	gene-PA2597	0.5505157677549618	0	1
gene-PA4588	210	155	301	346	160	125	195	56	48	73	67	25	40	host	gdhA	0.7096904903121687	0	1
gene-PA1973	64	67	84	111	172	63	105	61	10	33	58	3	6	host	pqqF	0.7074231360329226	0	1
gene-EST35_0150	0	0	0	0	27	18	6	60	20	15	897	1308	25	phage	gene-EST35_0150	2.1923117475497422	0	0
gene-PA1904	9	5	14	11	14	8	15	12	4	7	18	3	3	host	phzF2	0.5036714959913345	0	1
gene-PA3891	34	21	57	68	97	35	82	24	26	43	39	4	4	host	gene-PA3891	0.6597237680040303	0	1
gene-PA1084	532	350	442	596	881	515	737	225	57	168	86	16	21	host	flgI	0.773426898341024	0	1
gene-PA2498	17	16	19	37	26	20	44	7	6	12	15	2	2	host	gene-PA2498	0.7091443013729434	0	1
gene-PA0187	9	8	21	18	12	7	17	8	3	3	39	4	4	host	gene-PA0187	0.8252394322052765	0	1
gene-PA0707	9	16	21	18	21	13	21	6	3	5	25	2	1	host	toxR	0.6563898044036227	0	1
gene-PA1121	105	60	108	119	104	52	104	22	10	25	15	1	5	host	yfiR	0.7848944503433383	0	1
gene-EST35_0211	0	0	0	0	30	208	27	4336	6556	1743	152638	139181	81745	phage	gene-EST35_0211	1.8169488684581203	0	0
gene-PA2364	12	12	14	19	23	34	34	6	16	9	18	1	1	host	gene-PA2364	0.6629357822729841	0	1
gene-PA5397	11	10	16	10	11	5	25	6	1	7	31	2	1	host	gene-PA5397	0.828764870800316	0	1
gene-EST35_0018	0	0	0	0	190	2576	162	839	3250	2674	709	1213	2364	phage	gene-EST35_0018	1.0837504711186778	0	0
gene-PA3444	13	4	11	19	15	2	8	11	1	1	34	2	1	host	gene-PA3444	0.9797739539333727	0	1
gene-EST35_0090	0	0	0	0	21236	37530	41952	15296	6258	7047	5455	2061	2986	phage	gene-EST35_0090	1.2845170078176353	0	0
gene-PA4391	169	107	197	145	241	140	217	92	24	53	84	16	5	host	gene-PA4391	0.6539062254259601	0	1
gene-PA5209	148	105	142	223	167	128	234	47	35	57	49	11	10	host	gene-PA5209	0.7020602488629272	0	1
gene-PA3829	40	33	57	49	63	51	54	28	7	15	39	5	1	host	gene-PA3829	0.5995517800582261	0	1
gene-PA2463	209	181	305	524	272	127	213	57	14	38	72	4	9	host	gene-PA2463	0.932458928045626	0	1
gene-PA1372	1517	714	1716	1038	389	381	728	116	97	87	93	19	36	host	gene-PA1372	1.041076278873592	0	1
gene-PA2768	46	21	45	37	76	37	43	20	9	19	9	2	3	host	gene-PA2768	0.7299401534432722	0	1
gene-EST35_0453	0	0	0	0	78	6666	264	197	9192	8414	44	1888	4586	phage	gene-EST35_0453	1.4045095483950922	0	0
gene-PA0556	66	72	83	193	117	50	82	18	15	45	15	4	3	host	gene-PA0556	0.879408679632583	0	1
gene-PA0728	19	13	35	27	16	22	16	2	3	7	28	0	0	host	gene-PA0728	0.7688700533220343	0	1
gene-PA3688	23	19	31	32	35	38	43	10	14	20	20	3	7	host	gene-PA3688	0.5260903371131159	0	1
gene-PA0481	96	65	139	138	105	67	101	33	15	40	29	8	4	host	gene-PA0481	0.7063327089209518	0	1
gene-PA0480	5	7	22	9	28	5	18	11	3	2	41	2	1	host	gene-PA0480	0.9843607564486857	0	1
gene-PA0498	75	69	158	71	84	75	86	10	18	28	84	9	7	host	gene-PA0498	0.7030727126752503	0	1
gene-PA2492	0	0	0	0	0	0	1	0	0	1	0	0	0	host	mexT	2.3452078799117144	0	1
gene-PA0834	180	166	281	329	227	147	256	61	53	105	51	24	31	host	gene-PA0834	0.6713385145608131	0	1
gene-PA1330	29	27	59	81	66	23	54	31	12	18	20	1	3	host	gene-PA1330	0.7326521022174088	0	1
gene-PA4579	317	230	341	464	448	275	397	130	52	95	81	16	18	host	gene-PA4579	0.7162729956022051	0	1
gene-EST35_0139	0	0	0	0	36	168	25	5785	6056	641	83760	39690	42352	phage	gene-EST35_0139	1.8069893909465418	0	0
gene-PA0892	890	481	950	896	877	330	817	248	86	198	60	17	28	host	aotP	0.8066381039483111	0	1
gene-PA1494	27	28	31	70	67	49	70	10	8	35	64	9	5	host	gene-PA1494	0.6621286367651081	0	1
gene-PA2617	62	39	71	111	82	55	72	22	21	50	27	4	6	host	aat	0.6377876524426094	0	1
gene-PA4520	404	238	456	516	290	201	393	100	32	82	69	9	11	host	gene-PA4520	0.8061488857950628	0	1
gene-PA3690	157	110	179	274	389	346	448	151	148	261	129	52	46	host	gene-PA3690	0.5892541591385952	0	1
gene-PA2557	51	23	117	42	144	189	349	47	40	70	62	14	15	host	gene-PA2557	1.008267434514789	0	1
gene-PA4197	144	129	197	261	232	146	178	67	23	30	115	14	12	host	bfiS	0.6841686099427925	0	1
gene-PA0725	11	6	16	14	17	13	17	7	3	2	19	1	1	host	gene-PA0725	0.6599158059765972	0	1
gene-PA0752	31	26	43	46	48	105	66	20	6	22	41	6	7	host	gene-PA0752	0.7404164732042767	0	1
gene-PA4334	106	98	135	170	124	81	150	41	9	44	44	7	5	host	gene-PA4334	0.7023704364582983	0	1
gene-PA1643a	34	20	21	44	74	40	70	40	21	38	19	4	5	host	gene-PA1643a	0.6259573522329571	0	1
gene-PA2881	20	6	15	45	29	18	37	11	2	8	21	3	2	host	gene-PA2881	0.7865213363985517	0	1
gene-PA3663	125	98	125	198	148	106	189	34	25	48	18	8	7	host	gene-PA3663	0.7516229824730751	0	1
gene-EST35_0179	0	0	0	0	26	492	23	16088	26513	14342	5048	7290	22206	phage	gene-EST35_0179	1.2922837879992999	0	0
gene-PA1259	21	17	18	33	47	12	32	18	5	5	23	1	2	host	gene-PA1259	0.725338444761611	0	1
gene-PA3716	1339	1045	1316	1823	1296	550	768	194	117	233	86	33	33	host	gene-PA3716	0.8779025693916263	0	1
gene-PA4245	2854	2159	3317	4100	3665	2654	2651	730	1426	2643	291	478	664	host	rpmD	0.5790906557009489	0	1
gene-PA0667	846	842	1602	1648	1200	881	1331	278	286	630	125	71	131	host	gene-PA0667	0.7114171259924997	0	1
gene-PA0740	40	23	54	43	46	37	40	11	7	12	63	5	4	host	sdsA1	0.6556268123858605	0	1
gene-PA1841	123	95	138	185	190	107	150	34	34	55	22	5	4	host	gene-PA1841	0.7269417276599376	0	1
gene-EST35_0121	0	0	0	0	872	2257	71	31946	11220	8555	22353	7550	12569	phage	gene-EST35_0121	1.2880181680957918	0	0
gene-PA3261	162	100	187	181	227	119	258	60	37	75	32	17	11	host	gene-PA3261	0.7082882777342995	0	1
gene-PA1724	24	20	25	47	56	26	58	8	0	11	7	0	2	host	pscK	0.8994807733215225	0	1
gene-PA3292	20	19	57	21	27	18	30	11	9	12	33	3	6	host	gene-PA3292	0.6697218328313791	0	1
gene-PA0966	299	228	400	389	393	268	516	81	109	182	38	17	26	host	ruvA	0.7047691734381623	0	1
gene-PA5184	175	126	181	218	195	127	176	45	31	46	24	11	5	host	gene-PA5184	0.7282827481450285	0	1
gene-PA0216	53	35	73	59	122	57	116	54	41	55	48	18	16	host	gene-PA0216	0.5290748683698714	0	1
gene-PA0263	9	4	22	10	4	9	12	3	1	1	41	2	0	host	hcpC	1.2017773871439348	0	1
gene-PA1369	540	330	766	448	258	108	262	43	25	38	57	11	8	host	gene-PA1369	1.0408320628898458	0	1
gene-PA5508	257	220	256	400	344	120	161	135	36	70	89	9	15	host	gene-PA5508	0.7405499808475989	0	1
gene-PA1115	204	162	316	357	205	184	326	46	45	121	61	10	20	host	gene-PA1115	0.7329310715293125	0	1
gene-PA4265	25210	16357	26601	31201	84167	15539	67190	6294	6710	12376	1394	1625	1926	host	tufA	1.0807670681051593	0	1
gene-PA4863	98	92	126	198	122	44	116	27	7	16	17	3	2	host	gene-PA4863	0.8986588670620889	0	1
gene-PA0452	17	16	33	10	20	28	24	9	6	8	41	2	3	host	gene-PA0452	0.6944319738569433	0	1
gene-EST35_0389	0	0	0	0	2222	3044	143	5175	5765	3734	2145	1529	4569	phage	gene-EST35_0389	0.937763339211808	0	0
gene-PA1641	17	7	20	24	28	15	35	8	9	15	3	7	3	host	gene-PA1641	0.6481159424269647	0	1
gene-PA2901	408	259	429	492	562	329	560	177	105	204	70	35	30	host	gene-PA2901	0.6666157151540951	0	1
gene-PA2532	280	197	305	303	218	95	120	47	26	46	19	4	5	host	tpx	0.8800202821288948	0	1
gene-PA0417	62	46	63	115	132	58	114	41	17	26	48	2	6	host	chpE	0.7146484884195694	0	1
gene-PA3780	5	2	9	12	17	9	17	4	7	3	22	1	1	host	gene-PA3780	0.7821336325118208	0	1
gene-EST35_0253	0	0	0	0	326	3871	555	53109	33759	16210	289101	161463	122278	phage	gene-EST35_0253	1.6171218598523724	0	0
gene-PA3833	51	37	68	79	80	45	54	14	5	32	65	4	7	host	gene-PA3833	0.6391448891545745	0	1
gene-PA0167	277	201	351	383	169	126	243	43	18	51	20	6	13	host	gene-PA0167	0.8853571135309937	0	1
gene-PA1163	207	165	271	324	296	1541	189	87	37	59	99	7	11	host	ndvB	1.5229762572028385	0	1
gene-PA3563	129	95	152	195	201	94	174	69	21	41	56	6	6	host	fruR	0.7027198200678678	0	1
gene-PA5475	128	96	128	253	208	292	436	92	65	136	63	42	45	host	gene-PA5475	0.728675166345682	0	1
gene-PA0376	7442	4547	9156	8900	41054	8882	13482	26087	8649	13879	10203	1857	3446	host	rpoH	0.8382911375179657	0	1
gene-PA3370	2	1	9	9	6	10	11	0	4	11	18	1	0	host	gene-PA3370	0.844374603566525	0	1
gene-PA0983	32	31	54	38	28	27	22	7	7	8	7	2	4	host	gene-PA0983	0.750560302614253	0	1
gene-EST35_0053	0	0	0	0	1	19910	12029	1	20374	19508	0	8629	12576	phage	gene-EST35_0053	1.1651017892419113	0	0
gene-PA3752	100	46	99	116	91	46	94	29	11	28	28	4	1	host	gene-PA3752	0.7396561339175426	0	1
gene-PA4672	1598	1348	1656	2169	2005	879	1132	670	196	398	128	35	54	host	gene-PA4672	0.7765118796704972	0	1
gene-PA5007	444	318	498	649	783	373	726	319	122	171	114	22	38	host	gene-PA5007	0.7028750066142829	0	1
gene-PA2906	423	278	313	592	593	295	400	206	58	126	77	26	23	host	gene-PA2906	0.7307638984901138	0	1
gene-PA1080	570	334	547	689	567	470	724	90	99	267	72	41	35	host	flgE	0.7216759729157881	0	1
gene-PA3634	149	118	173	217	198	115	178	68	40	63	54	13	15	host	gene-PA3634	0.6292030487171367	0	1
gene-PA4198	144	78	151	138	137	74	119	48	16	27	89	8	6	host	gene-PA4198	0.6607791558917222	0	1
gene-PA4903	21	16	22	37	33	22	20	14	7	3	32	1	0	host	gene-PA4903	0.671525461215	0	1
gene-PA0223	187	133	195	180	224	191	220	102	40	68	102	15	11	host	gene-PA0223	0.5780041903245058	0	1
gene-PA1209	15	20	31	34	44	25	30	7	3	8	36	2	0	host	gene-PA1209	0.7241641299066426	0	1
gene-PA1046	411	295	508	632	734	373	592	296	89	150	107	33	23	host	gene-PA1046	0.704862758932123	0	1
gene-PA4403	4359	3256	5454	5585	3760	2679	3763	744	655	1352	183	162	246	host	secA	0.7854564190517516	0	1
gene-PA4385	16857	10972	16298	16810	27072	15217	10534	11036	9622	5247	2744	3287	1987	host	groEL	0.6052713544169259	0	1
gene-PA0650	569	316	592	619	731	439	618	243	98	186	127	37	29	host	trpD	0.6815122902538573	0	1
gene-PA5253	1461	1074	1553	1969	1387	789	1256	312	199	413	112	66	56	host	algP	0.7802254391070481	0	1
gene-EST35_0167	0	0	0	0	87	175	49	347	134	164	729	2863	98	phage	gene-EST35_0167	2.09437965138366	0	0
gene-EST35_0275	0	0	0	0	1398	1718	112	7934	17927	6763	37830	24184	34619	phage	gene-EST35_0275	1.3049646463186335	0	0
gene-PA3368	43	38	81	53	117	51	63	73	9	19	41	2	5	host	gene-PA3368	0.6954287980743672	0	1
gene-PA0018	124	130	194	340	261	165	364	103	34	88	43	13	17	host	fmt	0.7793887914975548	0	1
gene-PA3382	4	1	7	3	4	6	5	0	1	3	27	2	3	host	phnE	1.303030303030303	0	1
gene-PA4007	967	743	1068	1634	1591	620	1081	558	236	493	204	55	94	host	proA	0.7040761553873071	0	1
gene-PA3725	398	286	341	587	495	215	345	115	58	149	88	22	18	host	recJ	0.7418524900932636	0	1
gene-PA1563	275	197	353	426	255	131	244	63	29	79	29	11	5	host	gene-PA1563	0.835304221468274	0	1
gene-PA0559	283	171	254	320	326	119	188	84	40	65	38	14	13	host	gene-PA0559	0.7639199454774402	0	1
gene-PA4276.1	2648	1603	2656	3035	4919	2684	4305	2124	627	1497	396	112	298	host	gene-PA4276.1	0.7028509909541575	0	1
gene-PA0177	14	14	36	34	23	25	50	7	6	24	23	4	7	host	gene-PA0177	0.6432795519594632	0	1
gene-PA2968	1870	912	1364	2137	1887	667	2288	742	229	657	194	35	72	host	fabD	0.7796058447844825	0	1
gene-PA5079	82	55	76	78	140	81	77	47	23	45	20	4	6	host	gene-PA5079	0.6492879848981047	0	1
gene-PA2511	19	19	22	32	38	22	46	11	10	11	39	2	2	host	gene-PA2511	0.6486309698186244	0	1
gene-PA1502	40	32	37	31	62	29	53	17	17	10	55	15	24	host	gcl	0.48732272139064614	0	1
gene-PA3028	281	216	259	367	412	191	393	131	39	112	47	8	18	host	moeA2	0.7302358298012096	0	1
gene-PA4280	195	151	177	222	244	123	144	58	53	57	86	11	16	host	birA	0.6308264941981051	0	1
gene-PA1894	5	0	11	12	14	11	7	3	9	5	34	2	2	host	gene-PA1894	0.949778603193958	0	1
gene-PA4864	10	10	24	42	36	15	459	8	0	4	20	5	2	host	ureD	2.4371512303121934	0	1
gene-PA0427	1769	1228	1725	2516	3180	1446	1793	2013	296	571	930	110	117	host	oprM	0.664530048284939	0	1
gene-PA4804	106	79	134	210	132	91	129	38	12	19	57	2	8	host	gene-PA4804	0.7733615941102912	0	1
gene-PA5045	1293	1009	1798	2110	1283	619	1206	450	192	395	202	36	47	host	ponA	0.801175549345046	0	1
gene-EST35_0293	0	0	0	0	43	385	16	49346	31897	6062	145967	67291	62802	phage	gene-EST35_0293	1.5058370197747921	0	0
gene-PA4945	3707	2186	4105	3992	4367	1634	3944	1394	438	832	478	123	168	host	miaA	0.76916554566808	0	1
gene-PA5423	103	85	110	152	149	123	191	23	36	78	52	16	15	host	gene-PA5423	0.6300456479705924	0	1
gene-PA0830	15	22	30	31	18	68	48	3	17	32	20	5	7	host	gene-PA0830	0.7159036429278584	0	1
gene-PA3423	66	70	126	117	107	41	78	21	11	20	32	3	3	host	gene-PA3423	0.7847756905168967	0	1
gene-PA1274	208	157	220	370	311	171	238	100	25	53	42	6	6	host	gene-PA1274	0.7826344183316016	0	1
gene-EST35_0365	0	0	0	0	3731	1132	63	19315	11762	9933	19066	13489	18388	phage	gene-EST35_0365	1.0440054326471346	0	0
gene-PA3556	177	138	161	337	247	69	143	89	13	28	52	4	3	host	arnT	0.8672398970428001	0	1
gene-PA1453	990	545	753	1120	1222	565	1192	295	90	193	94	32	29	host	flhF	0.812671640946071	0	1
gene-PA3264	67	50	71	124	83	59	111	10	9	26	31	5	4	host	gene-PA3264	0.7737222717785457	0	1
gene-PA5506	145	142	219	213	188	84	93	57	23	36	40	10	8	host	gene-PA5506	0.7619202674014025	0	1
gene-PA1925	2	2	3	1	2	2	6	1	3	2	8	1	1	host	gene-PA1925	0.7725838550919821	0	1
gene-PA4930	312	230	300	446	425	212	364	150	69	129	76	17	4	host	alr	0.6880794387724104	0	1
gene-PA0193	4	3	17	13	15	10	11	6	5	3	33	1	1	host	gene-PA0193	0.9085428706504324	0	1
gene-PA2847	20	12	26	30	26	27	41	12	7	10	31	4	1	host	gene-PA2847	0.6165554597830437	0	1
gene-PA4832	82	43	81	71	109	45	37	24	5	12	42	6	2	host	gene-PA4832	0.7621381213104158	0	1
gene-EST35_0102	0	0	0	0	7508	17063	13774	6135	3654	6216	1668	878	1493	phage	gene-EST35_0102	1.1884335553763457	0	0
gene-PA2762	21	13	29	25	13	15	24	6	7	8	13	3	1	host	gene-PA2762	0.6199661568195198	0	1
