Geneid	0_R1	0_R2	0_R3	6_R1	6_R2	6_R3	12_R1	12_R2	12_R3	18_R1	18_R2	18_R3	Entity	Symbol
gene-PA3778	263	280	281	192	473	405	241	390	331	185	313	322	host	gene-PA3778
gene-PA0580	836	1223	1249	1708	3630	2709	1384	2500	1162	1590	1777	2041	host	gcp
gene-PA0299	2967	4920	5748	2082	4590	2954	1481	2618	2447	1428	2788	3377	host	spuC
gene-PA1629	49	155	69	45	123	54	34	63	46	40	59	55	host	gene-PA1629
gene-PA1488	51	147	101	38	130	116	47	86	185	46	84	134	host	gene-PA1488
gene-PA3485	142	93	133	104	95	261	163	170	281	150	226	400	host	gene-PA3485
gene-PA3091	703	1768	417	213	576	316	352	845	913	424	963	1073	host	gene-PA3091
gene-PA3973	701	2114	1836	558	532	195	212	226	286	294	365	195	host	gene-PA3973
gene-PA5066	793	1558	1582	827	1852	1222	684	1262	900	673	945	889	host	hisI
gene-PA3728	1586	2523	3622	1640	2270	2131	1610	1592	3435	1927	2211	5559	host	gene-PA3728
gene-PA1374	94	171	94	102	258	139	72	129	118	88	113	119	host	gene-PA1374
gene-PA0252	40	75	78	44	111	71	27	81	73	50	81	68	host	gene-PA0252
gene-PA1066	139	608	294	99	270	83	54	104	77	71	131	83	host	gene-PA1066
gene-PA3183	1350	863	3355	2360	3341	4900	5626	6947	3490	7563	8566	6107	host	zwf
gene-PA2253	227	394	423	183	380	516	541	333	775	486	713	984	host	ansA
gene-PA3710	175	520	348	132	267	132	85	140	135	81	123	111	host	gene-PA3710
gene-PA3377	33	68	26	32	42	31	17	27	16	23	23	32	host	gene-PA3377
gene-PA0972	5583	5174	5915	4977	9776	7796	5432	6594	7611	5529	7339	9060	host	tolB
gene-PA1449	183	278	209	189	306	242	122	245	154	135	185	128	host	flhB
gene-PA0112	59	108	60	36	79	25	19	54	25	36	34	38	host	gene-PA0112
gene-PA4086	80	98	125	55	97	55	32	58	41	31	83	52	host	cupB1
gene-PA0892	539	793	657	646	1910	2169	905	1338	1584	814	1208	1240	host	aotP
gene-PA3653	6510	3252	4193	4468	8833	10096	5507	6774	6715	5901	7733	8188	host	frr
gene-PA0285	379	544	511	439	1265	1001	458	663	631	471	673	794	host	gene-PA0285
gene-PA4913	248	1516	544	187	307	83	73	148	96	84	184	67	host	gene-PA4913
gene-PA2966	9699	9301	15333	10601	19503	20778	8225	17743	18745	12812	16607	23506	host	acpP
gene-PA1696	25	26	51	11	37	146	22	22	90	26	44	81	host	pscO
gene-PA3159	8472	13814	8107	11906	30001	16103	9200	16777	11022	7970	11368	13867	host	wbpA
gene-PA5340	1446	1021	1476	1201	2174	1906	1336	2077	1547	1273	1891	1619	host	gene-PA5340
gene-PA1039	263	568	426	146	436	254	146	239	397	160	287	264	host	gene-PA1039
gene-PA3149	2060	2423	1602	2988	3745	2321	2326	4129	2069	2026	3523	3141	host	wbpH
gene-PA2071	0	0	2	0	0	1	0	1	0	0	0	0	host	fusA2
gene-PA3480	724	915	1123	1010	2655	2056	980	1585	1323	922	1080	1668	host	gene-PA3480
gene-PA1932	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1932
gene-PA4280.4	991	980	1087	1430	2022	2636	473	1884	454	1338	1386	1291	host	gene-PA4280.4
gene-PA2397	125	408	248	118	151	72	54	103	106	79	94	102	host	pvdE
gene-PA0714.1	52	158	141	60	69	56	13	80	27	18	36	38	host	phrD
gene-PA1114	214	443	285	241	395	181	155	338	116	132	179	178	host	gene-PA1114
gene-PA4348	5666	10053	8660	1295	2107	572	917	760	2331	1866	2659	965	host	gene-PA4348
gene-PA2013	0	0	0	0	0	1	0	0	0	0	0	0	host	liuC
gene-PA0393	1272	3045	1285	1123	3593	1427	769	1647	1039	765	1377	1270	host	proC
gene-PA1185	22	77	55	27	29	30	12	25	30	16	21	22	host	gene-PA1185
gene-PA0383	222	330	332	317	724	660	336	581	340	287	363	406	host	gene-PA0383
gene-PA3793	354	469	704	365	673	563	344	461	629	363	458	546	host	gene-PA3793
gene-PA2921	117	151	85	66	175	118	57	103	121	68	111	126	host	gene-PA2921
gene-PA2888	67	264	93	106	184	33	26	46	61	41	60	55	host	atuC
gene-PA0961	251	294	389	715	1565	783	458	2801	1060	499	676	855	host	gene-PA0961
gene-PA3814	4845	3744	3675	4940	12117	8217	4976	6992	5063	5493	6313	6971	host	iscS
gene-PA1064	583	1115	720	502	1733	945	438	957	894	440	734	788	host	gene-PA1064
gene-PA2045	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2045
gene-PA1602	316	1458	2106	174	221	80	514	695	841	623	1457	1119	host	gene-PA1602
gene-PA4451.1	200	221	216	144	325	357	158	238	249	172	232	321	host	gene-PA4451.1
gene-PA1159	1389	1419	975	781	2017	1131	875	1629	1082	1280	1707	1542	host	gene-PA1159
gene-PA5168	133	264	244	132	150	224	58	94	649	57	88	235	host	gene-PA5168
gene-PA1899	2	1	0	1	0	1	0	0	0	0	0	2	host	phzA2
gene-PA2933	29	57	36	29	67	40	9	33	30	28	30	25	host	gene-PA2933
gene-PA5234	229	509	462	217	1748	1185	196	261	401	172	294	218	host	gene-PA5234
gene-PA3549	28	49	39	14	47	24	7	27	26	19	27	15	host	algJ
gene-PA0468	319	1195	939	255	505	256	174	225	321	151	260	266	host	gene-PA0468
gene-PA2424	286	338	239	168	246	162	111	126	136	145	186	210	host	pvdL
gene-PA4655	764	1391	932	933	4124	1289	704	4548	7457	652	1494	1053	host	hemH
gene-PA2797	950	1579	1051	801	1998	954	584	1003	651	685	941	712	host	gene-PA2797
gene-PA1239	46	102	73	27	62	57	31	40	52	33	38	29	host	gene-PA1239
gene-PA0442	12	40	29	5	18	6	2	4	9	7	5	4	host	gene-PA0442
gene-PA0736	274	427	294	210	534	507	248	458	515	252	366	580	host	gene-PA0736
gene-PA3787	482	460	336	474	683	401	265	363	412	223	325	458	host	gene-PA3787
gene-PA0957	108	214	197	117	217	160	78	151	145	71	137	149	host	gene-PA0957
gene-PA4721	506	791	601	446	1168	947	507	676	648	554	625	663	host	gene-PA4721
gene-PA4890	204	321	704	193	569	462	239	252	250	219	335	265	host	desT
gene-PA3839	1257	3154	4092	1206	814	193	253	472	823	356	358	257	host	gene-PA3839
gene-PA4690.4	1039	1012	1163	1526	2204	2914	556	2030	475	1277	1503	1445	host	gene-PA4690.4
gene-PA1814	947	2922	1702	713	1695	978	527	1029	901	552	1080	823	host	gene-PA1814
gene-PA1965	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1965
gene-PA1705	28	36	68	27	34	67	11	31	50	14	31	64	host	pcrG
gene-PA1835	110	179	234	92	209	101	51	104	73	62	99	72	host	gene-PA1835
gene-PA3740	713	1327	899	346	873	519	470	489	419	464	701	388	host	gene-PA3740
gene-PA1517	301	1274	641	81	271	195	90	150	420	113	159	173	host	gene-PA1517
gene-PA3430	300	382	583	136	169	106	144	81	128	337	265	68	host	gene-PA3430
gene-PA2706	281	789	510	213	430	220	176	345	300	182	373	387	host	gene-PA2706
gene-PA1777	155541	109034	160881	107971	136602	118936	103158	95997	116537	118203	120788	128524	host	oprF
gene-PA1929	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1929
gene-PA5132	76	193	188	80	234	187	76	173	154	68	131	118	host	gene-PA5132
gene-PA4728	686	694	493	739	1455	990	758	1014	694	614	801	768	host	folK
gene-PA1024	102	345	199	112	356	142	50	129	72	61	93	86	host	gene-PA1024
gene-PA4361	230	628	499	176	428	195	100	213	328	115	209	187	host	gene-PA4361
gene-PA5502	517	699	570	801	1505	781	554	965	458	521	713	822	host	gene-PA5502
gene-PA2075	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2075
gene-PA2418	62	107	132	43	64	50	20	55	45	28	53	36	host	gene-PA2418
gene-PA0778	336	1664	498	319	1507	440	181	893	368	225	493	398	host	icp
gene-PA2470	29	98	38	26	54	26	25	39	30	19	36	26	host	gtdA
gene-PA0968	722	953	926	1029	2139	1897	1513	1991	1841	912	1981	2821	host	gene-PA0968
gene-PA4427	1271	1041	968	1745	2513	3111	1830	2698	1743	1840	1834	1911	host	sspB
gene-PA0741	64	157	165	57	126	96	35	73	143	43	54	55	host	gene-PA0741
gene-PA4277.2	2900	3878	5874	5177	10230	11219	5350	11228	4192	5322	5736	7466	host	gene-PA4277.2
gene-PA3406	38	59	25	23	56	19	20	31	28	16	18	22	host	hasD
gene-PA3013	1656	4519	3417	3654	19216	17997	6374	18510	6174	4492	18593	19426	host	foaB
gene-PA2466	97	138	79	48	103	42	118	87	97	44	148	147	host	foxA
gene-PA5279	1710	2418	1783	1004	2829	1884	1145	1700	1656	1176	1859	1543	host	gene-PA5279
gene-PA3063	96	143	89	84	112	87	157	110	377	255	198	543	host	pelB
gene-PA3202	1080	1816	1525	772	2142	1296	794	1278	1422	697	1283	1251	host	gene-PA3202
gene-PA5005	5846	7617	5678	7831	17270	8839	6018	11083	7208	5670	8335	7938	host	gene-PA5005
gene-PA1669	1660	628	405	1396	681	423	1490	534	353	1929	628	631	host	gene-PA1669
gene-PA1070	96	259	250	143	281	177	89	112	357	89	135	432	host	braG
gene-PA1496	104	191	150	116	341	165	79	173	191	71	144	157	host	gene-PA1496
gene-PA5176	822	1243	958	878	2069	1181	795	1272	853	867	1314	1087	host	gene-PA5176
gene-PA3286	841	1315	939	827	2479	1735	1173	3303	3621	1274	2072	2437	host	gene-PA3286
gene-PA2192	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2192
gene-PA4711	252	435	353	195	329	192	144	157	164	162	211	161	host	gene-PA4711
gene-PA4224	30	23	19	15	35	16	7	11	12	10	14	8	host	pchG
gene-PA1091	2609	3958	4272	2347	5658	5993	2338	4321	4881	2112	3521	2746	host	fgtA
gene-PA5459	163	355	247	138	401	363	121	199	184	105	252	398	host	gene-PA5459
gene-PA5037	3301	4761	4230	2714	7617	4290	2115	4012	3063	2165	3556	3602	host	gene-PA5037
gene-PA1163	231	405	244	240	656	503	272	454	320	298	401	416	host	ndvB
gene-PA3419	218	714	329	87	208	120	47	124	156	102	157	107	host	gene-PA3419
gene-PA0007	358	808	430	247	356	336	210	271	305	358	391	311	host	gene-PA0007
gene-PA1728	651	2144	1165	592	1117	519	366	592	353	342	529	316	host	gene-PA1728
gene-PA1373	194	490	349	267	512	280	170	337	239	218	232	191	host	fabF2
gene-PA2085	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2085
gene-PA3607	108	259	170	128	588	940	343	436	275	425	376	900	host	potA
gene-PA5509	349	972	747	339	468	233	131	290	359	168	250	432	host	gene-PA5509
gene-PA0046	270	241	236	390	963	1372	1130	901	1644	975	1437	3146	host	gene-PA0046
gene-PA4441	1072	2381	4268	657	2595	1873	859	1389	2175	1369	1679	1687	host	gene-PA4441
gene-PA1654	807	1362	1189	519	1154	691	358	573	955	379	455	665	host	gene-PA1654
gene-PA2571	170	438	234	115	140	77	71	94	82	88	106	76	host	gene-PA2571
gene-PA2783	68	93	56	55	85	33	62	55	34	59	82	63	host	gene-PA2783
gene-PA5058	361	765	295	260	476	151	165	257	144	235	257	119	host	phaC2
gene-PA3841	358	700	1722	249	413	683	125	196	556	149	215	376	host	exoS
gene-PA5103	227	464	200	259	491	146	158	461	91	124	279	110	host	gene-PA5103
gene-PA4592	51	90	85	47	78	93	33	64	116	49	68	104	host	gene-PA4592
gene-PA3959	92	121	121	84	144	103	52	96	95	55	76	57	host	gene-PA3959
gene-PA3869	71	153	131	69	143	69	49	85	67	68	59	66	host	gene-PA3869
gene-PA2742	35196	30011	27549	29000	49328	34940	51774	39540	38212	51003	53413	50761	host	rpmI
gene-PA4993	384	862	441	340	814	405	208	512	335	223	328	278	host	gene-PA4993
gene-PA0912	108	157	173	60	87	153	56	48	148	64	53	144	host	gene-PA0912
gene-PA3995	194	499	293	101	219	159	78	129	152	116	137	132	host	gene-PA3995
gene-PA0590	672	1666	1881	925	1989	1347	687	1095	1115	657	906	997	host	apaH
gene-PA5075	624	453	403	594	2015	1343	618	1086	694	568	956	1034	host	gene-PA5075
gene-PA0923	457	752	630	307	548	481	349	335	334	388	413	401	host	dinB
gene-PA3220	228	542	346	217	594	291	178	301	265	230	289	259	host	gene-PA3220
gene-PA1652	176	242	150	134	354	161	92	209	140	95	173	198	host	gene-PA1652
gene-PA0265	3706	12292	6071	3444	9568	3555	2491	4947	4202	2626	4786	4396	host	gabD
gene-PA0089	189	127	279	200	113	222	134	81	422	197	196	610	host	gene-PA0089
gene-PA5391	50	44	50	32	60	34	10	23	34	16	30	30	host	gene-PA5391
gene-PA4757	1658	1583	1375	3096	5149	2990	1859	2826	1733	1498	2159	2257	host	gene-PA4757
gene-PA1303	118	151	87	80	206	178	108	151	178	81	187	210	host	gene-PA1303
gene-PA2367	49	67	34	27	46	19	11	34	17	22	22	14	host	gene-PA2367
gene-PA5146	2320	2886	2053	1678	5029	2753	1527	2513	2048	1645	2620	2438	host	gene-PA5146
gene-PA2136	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2136
gene-PA4381	389	562	401	355	809	688	403	474	416	281	369	425	host	gene-PA4381
gene-PA0432	11650	7824	8909	8120	10579	6570	12573	10119	6753	13026	16684	12061	host	sahH
gene-PA1803	18062	34120	24129	18791	39714	19508	10778	25365	15490	14951	20737	18700	host	lon
gene-PA4635	163	384	137	140	242	129	120	195	102	130	135	173	host	gene-PA4635
gene-PA2723	112	443	286	84	148	88	48	91	93	53	128	87	host	gene-PA2723
gene-PA2004	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2004
gene-PA5062	230	462	612	288	601	322	112	363	328	172	309	285	host	gene-PA5062
gene-PA1719	76	62	205	39	92	134	64	77	237	60	103	260	host	pscF
gene-PA0268	168	389	214	89	239	138	95	153	166	106	181	153	host	gene-PA0268
gene-PA5397	29	116	69	29	65	41	13	33	24	22	29	27	host	gene-PA5397
gene-PA5435	1251	4360	6018	1187	6598	7116	943	3911	3898	1603	3222	4567	host	gene-PA5435
gene-PA1989	0	0	0	0	0	0	0	0	0	0	0	0	host	pqqE
gene-PA0365	91	309	125	72	107	41	13	42	45	45	59	37	host	gene-PA0365
gene-PA1304	816	848	576	552	1656	1097	619	958	894	561	853	1063	host	gene-PA1304
gene-PA3556	134	178	306	82	198	247	96	124	211	133	143	461	host	arnT
gene-PA3322	167	298	295	177	422	319	137	302	278	148	191	230	host	gene-PA3322
gene-PA0567	248	443	360	171	380	219	107	176	169	129	192	222	host	gene-PA0567
gene-PA0676	40	102	58	20	50	42	30	39	25	33	54	42	host	vreR
gene-PA0452	80	267	149	60	91	28	30	44	36	28	70	37	host	gene-PA0452
gene-PA4556	584	1013	1034	869	1295	441	477	716	439	545	716	975	host	pilE
gene-PA1943	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1943
gene-PA4580	393	487	394	321	528	459	302	360	397	305	380	485	host	gene-PA4580
gene-PA2199	0	0	0	0	0	0	0	0	0	0	1	0	host	gene-PA2199
gene-PA5358	702	1281	979	701	1245	773	405	630	516	538	556	688	host	ubiA
gene-PA2582	1674	2098	2112	1591	4178	2667	1545	2862	2070	1430	2251	2353	host	gene-PA2582
gene-PA2391	55	85	91	74	206	128	150	154	218	87	184	189	host	opmQ
gene-PA4811	1920	1148	2851	1151	1658	1986	538	1213	1066	645	994	1162	host	fdnH
gene-PA3243	802	1915	1351	740	2271	1538	612	1309	1603	687	1041	1439	host	minC
gene-PA4904	51	116	78	45	59	28	21	28	35	26	26	20	host	vanA
gene-PA3194	1931	1184	3852	2085	3654	3876	3481	5126	3293	3897	6296	5003	host	edd
gene-PA3094.2	1667	2127	4556	2470	5690	6753	1517	4930	2168	2677	3372	4159	host	gene-PA3094.2
gene-PA5297	454	1119	838	345	826	316	229	414	194	307	413	235	host	poxB
gene-PA4640	1911	1809	1250	1893	7005	3857	1958	3330	2862	2145	3558	4577	host	mqoB
gene-PA3918	641	1041	1351	522	979	633	1330	435	480	2103	3569	1025	host	moaC
gene-PA0564	167	273	212	100	288	187	68	142	187	98	153	109	host	gene-PA0564
gene-PA3500	30	120	78	25	107	67	26	74	41	24	47	57	host	gene-PA3500
gene-PA4554	4541	6706	5070	4534	6440	2404	3051	3530	3020	3248	4846	5120	host	pilY1
gene-PA5368	231	368	213	239	540	238	1009	365	248	1374	874	664	host	pstC
gene-PA0627	445	259	630	194	167	422	210	90	356	160	116	552	host	gene-PA0627
gene-PA4038	53	81	60	30	65	33	13	37	38	22	33	31	host	gene-PA4038
gene-PA3649	1961	3011	2508	1810	2951	3332	1667	3079	2921	1996	2658	2727	host	gene-PA3649
gene-PA3383	26	37	35	7	42	21	18	14	28	20	14	21	host	gene-PA3383
gene-PA2519	42	111	53	30	50	26	19	28	62	31	36	22	host	xylS
gene-PA1753	358	1087	581	286	523	315	164	298	218	222	302	272	host	gene-PA1753
gene-PA2171	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2171
gene-PA2778	323	619	411	380	628	243	203	252	307	167	208	420	host	gene-PA2778
gene-PA1909	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA1909
gene-PA2878	64	285	162	72	99	47	38	82	83	27	65	74	host	gene-PA2878
gene-PA2335	43	54	35	23	51	36	23	20	18	15	26	34	host	gene-PA2335
gene-PA0298	1491	2538	2456	1196	2277	1548	1039	1593	1874	911	1731	2138	host	spuB
gene-PA4266	66586	49629	46488	63201	136440	130203	110982	123523	145005	124233	150559	140113	host	fusA1
gene-PA4882	50	72	61	31	61	48	24	41	39	24	58	32	host	gene-PA4882
gene-PA1838	590	704	582	657	2202	1827	1121	1640	1096	1374	2343	1804	host	cysI
gene-PA2609	542	998	682	771	1086	684	496	870	646	397	606	493	host	gene-PA2609
gene-PA5222	708	906	621	641	1148	829	448	831	566	397	485	510	host	gene-PA5222
gene-PA2541	491	706	592	308	549	530	399	452	590	386	637	570	host	gene-PA2541
gene-PA2530	391	672	357	215	480	360	199	361	379	201	381	354	host	gene-PA2530
gene-PA1744	30	43	60	26	36	19	15	23	36	13	25	18	host	gene-PA1744
gene-PA2927	122	191	98	83	139	124	58	117	109	71	108	96	host	gene-PA2927
gene-PA0324	67	236	149	49	85	50	25	40	57	42	58	50	host	gene-PA0324
gene-PA3366.1	987	2384	498	385	855	117	343	606	178	572	1227	102	host	amiL
gene-PA1689	1613	1639	767	1011	2847	3448	3078	2116	2823	2006	2738	2975	host	gene-PA1689
gene-PA1100	715	1037	1077	582	762	419	412	498	484	508	652	357	host	fliE
gene-PA3113	1153	1644	1618	1084	2545	1577	774	1799	1562	939	1567	1480	host	trpF
gene-PA3643	871	1108	1058	1359	1693	2571	1471	2239	2208	1496	1827	2593	host	lpxB
gene-PA1572	890	2457	1699	770	1269	603	417	873	923	450	851	653	host	gene-PA1572
gene-PA0292	870	1316	1048	625	1980	1133	578	906	898	659	1063	1558	host	aguA
gene-PA0610	1637	2206	1165	1088	1581	645	816	804	505	969	1059	541	host	prtN
gene-PA1244	9482	11173	7181	6018	9988	4063	4181	5276	2877	3796	5283	3685	host	gene-PA1244
gene-PA0394	889	3517	1397	850	2358	1185	679	1394	924	731	1179	1135	host	gene-PA0394
gene-PA2693	132	340	141	144	374	128	116	189	125	106	209	119	host	gene-PA2693
gene-PA4400	565	1020	632	495	1017	1089	394	627	703	419	570	696	host	gene-PA4400
gene-PA5237	1299	2160	1788	1005	3217	1911	890	2012	1922	954	1816	1650	host	gene-PA5237
gene-PA2755a	477	979	871	668	945	171	239	300	175	218	259	149	host	gene-PA2755a
gene-PA4874	786	936	876	362	878	569	323	440	506	305	553	605	host	gene-PA4874
gene-PA3502	23	30	33	12	56	20	9	26	12	6	19	30	host	gene-PA3502
gene-PA4093	111	364	78	147	188	18	20	98	43	41	44	26	host	gene-PA4093
gene-PA1056	442	1016	690	655	1832	1408	556	1279	847	492	1036	1051	host	gene-PA1056
gene-PA4204	349	817	618	250	578	211	159	223	237	198	269	373	host	ppgL
gene-PA4283	723	1016	1649	655	1059	616	539	736	971	623	889	1096	host	recD
gene-PA4100	181	1022	338	74	508	90	51	249	152	90	310	87	host	gene-PA4100
gene-PA1034	204	363	465	285	701	479	175	465	288	243	464	309	host	gene-PA1034
gene-PA0945	1457	1526	1531	2019	6800	5481	2790	3478	2378	3298	3257	4442	host	purM
gene-PA0750	519	460	454	250	985	807	334	604	595	426	554	686	host	ung
gene-PA4158	125	127	86	90	182	117	73	107	119	65	108	117	host	fepC
gene-PA4424	542	733	825	572	1297	819	572	807	607	576	694	829	host	gene-PA4424
gene-PA1901	7	23	12	7	14	8	5	5	2	6	8	8	host	phzC2
gene-PA4332	477	776	591	260	605	600	251	385	682	251	442	441	host	gene-PA4332
gene-PA1606	58	101	81	36	94	59	35	48	39	69	62	49	host	gene-PA1606
gene-PA4199	471	1461	807	350	966	379	154	409	419	197	297	287	host	gene-PA4199
gene-PA5463	377	541	464	471	1131	709	430	630	619	398	449	757	host	gene-PA5463
gene-PA0195	283	684	526	499	1359	526	598	2172	3302	498	1489	1918	host	pntAA
gene-PA3173	806	1221	854	1263	1643	1014	588	1131	661	681	652	759	host	gene-PA3173
gene-PA0992	237	620	563	144	256	144	96	118	191	142	168	144	host	cupC1
gene-PA4977	103	304	281	73	187	80	49	98	91	36	101	78	host	aruI
gene-PA0619	1089	686	1935	541	589	1584	493	334	1568	450	391	1852	host	gene-PA0619
gene-PA5495	3636	9749	10488	3474	3620	1960	1287	1894	2417	1430	1768	1696	host	thrB
gene-PA2729	151	322	370	207	384	155	202	285	186	174	295	297	host	gene-PA2729
gene-PA0061	308	870	916	187	585	224	148	243	276	194	278	311	host	gene-PA0061
gene-PA3602	1117	1556	1574	536	1470	738	467	613	941	498	749	743	host	gene-PA3602
gene-PA0637	466	325	966	227	256	789	238	144	659	210	195	823	host	gene-PA0637
gene-PA2955	452	719	448	369	1147	603	490	581	369	405	672	709	host	gene-PA2955
gene-PA3120	645	2079	1134	407	846	340	214	439	414	257	447	306	host	leuD
gene-PA3233	67	334	120	63	297	105	62	145	216	29	68	58	host	gene-PA3233
gene-PA1486	62	110	77	45	88	67	24	37	63	46	51	53	host	gene-PA1486
gene-PA4624	179	412	278	137	225	156	140	146	564	154	203	347	host	gene-PA4624
gene-PA3387	93	125	110	117	361	200	60	150	115	69	78	64	host	rhlG
gene-PA1642	1752	1988	1888	1214	2180	1205	839	1143	1054	979	1162	1069	host	selD
gene-PA2544	225	332	251	102	250	154	103	137	185	123	182	127	host	gene-PA2544
gene-PA4135	216	244	304	171	459	298	169	283	238	165	236	262	host	gene-PA4135
gene-PA2363	199	424	208	132	146	51	73	97	102	89	108	83	host	gene-PA2363
gene-PA3708	1390	2856	2494	1176	1983	1202	729	1245	1124	936	1157	1108	host	wspA
gene-PA3954	53	119	51	35	67	44	23	42	53	20	56	33	host	gene-PA3954
gene-PA3933	1199	1434	2168	2313	2521	1176	598	1042	1475	637	543	690	host	gene-PA3933
gene-PA1249	630	2123	630	469	1549	291	188	727	168	160	506	200	host	aprA
gene-PA2581	756	693	650	644	1162	1149	681	864	970	674	991	1191	host	gene-PA2581
gene-PA2070	0	0	0	0	1	0	0	0	0	0	0	0	host	gene-PA2070
gene-PA3721	580	897	586	852	1306	1534	797	1148	966	773	1010	1399	host	nalC
gene-PA3569	397	1137	58	183	158	13	70	90	30	66	130	19	host	mmsB
gene-PA0921	342	439	799	432	707	728	326	597	789	479	637	1013	host	gene-PA0921
gene-PA2960	939	941	808	831	1791	1165	1001	1762	1263	919	1387	1522	host	pilZ
gene-PA2557	1596	3110	1966	681	1527	845	593	906	1502	650	1163	854	host	gene-PA2557
gene-PA5155	48	106	83	61	86	90	29	60	112	29	40	63	host	gene-PA5155
gene-PA1644	431	585	399	351	671	440	307	445	403	276	510	392	host	gene-PA1644
gene-PA2662	472	1400	1391	228	447	196	578	513	212	2271	2528	616	host	gene-PA2662
gene-PA4321	357	409	434	325	470	653	562	486	974	563	735	1109	host	gene-PA4321
gene-PA2607	235	540	384	252	490	257	212	304	304	170	276	280	host	gene-PA2607
gene-PA2714	67	166	112	56	133	108	41	70	85	55	78	95	host	gene-PA2714
gene-PA3006	1624	3971	8994	8181	9693	1763	2769	8432	4902	2643	5825	2418	host	psrA
gene-PA0909	114	110	209	82	116	183	100	55	172	85	56	209	host	gene-PA0909
gene-PA4719	546	835	870	1474	3981	3137	1783	2183	1031	1614	1708	2260	host	gene-PA4719
gene-PA0088	351	252	489	425	267	335	325	153	837	329	417	1118	host	gene-PA0088
gene-PA3538	767	1455	1211	1236	3900	1553	864	2379	1658	779	1208	1316	host	gene-PA3538
gene-PA1703	120	232	192	106	123	331	96	114	387	103	153	275	host	pcrD
gene-PA3763	6860	6342	6529	5837	14456	12002	6841	8460	8454	8144	9012	9493	host	purL
gene-PA5440a	326	824	536	435	805	372	183	382	349	160	304	267	host	gene-PA5440a
gene-PA2084	0	0	0	0	0	0	0	0	0	0	0	0	host	gene-PA2084
gene-PA3521	59	77	47	38	45	48	24	48	64	37	47	39	host	gene-PA3521
gene-PA4775	208	327	348	93	176	219	146	127	248	141	266	346	host	gene-PA4775
gene-PA2538	180	176	244	204	207	163	158	157	200	134	173	278	host	gene-PA2538
gene-PA1701	23	32	46	17	20	103	8	18	89	17	23	82	host	gene-PA1701
gene-PA1765	94	196	119	74	144	109	67	129	90	75	105	84	host	gene-PA1765
gene-PA0140	3472	5554	5306	4981	6680	3081	3943	93786	45669	2440	26004	27449	host	ahpF
