Geneid	0_R1	0_R2	15_R2	15_R3	60_R1	60_R2	60_R3	120_R1	120_R2	120_R3	Entity	Symbol
gene-VPVV882_gp25	3262	4857	1252	1567	44226	56203	57129	51616	43875	54179	phage	gene-VPVV882_gp25
gene-VC_RS18565	49	72	58	60	124	149	140	272	303	256	host	gene-VC_RS18565
gene-VC_RS00525	2473	2068	1235	1713	3925	4788	6613	6640	4657	5434	host	gene-VC_RS00525
gene-VC_RS12170	762	1100	1092	1189	2097	2286	1783	2569	1876	2609	host	gene-VC_RS12170
gene-VC_RS15330	361	456	425	392	642	609	838	1548	1799	1761	host	gene-VC_RS15330
gene-VC_RS00620	1454	1459	1412	1258	1055	957	1040	1222	1228	1053	host	gene-VC_RS00620
gene-VC_RS09015	506	584	552	545	583	579	501	709	746	686	host	gene-VC_RS09015
gene-VC_RS11135	2563	2318	2589	2257	4454	3693	4678	2653	2331	2040	host	gene-VC_RS11135
gene-VC_RS09040	527	512	486	480	308	309	297	415	497	492	host	gene-VC_RS09040
gene-VC_RS12465	13353	13822	18065	12298	9935	8712	10543	6532	6893	5438	host	rplX
gene-VC_RS16215	113	108	120	110	255	281	255	375	340	314	host	gene-VC_RS16215
gene-VC_RS10370	4985	5468	5691	5574	4052	3706	4139	3591	3235	3254	host	dapA
gene-VPVV882_gp09	3969	6497	1161	1445	41338	52847	53036	63225	62010	64241	phage	gene-VPVV882_gp09
gene-VC_RS04120	300	272	291	294	389	297	350	423	431	398	host	tcpA
gene-VC_RS18350	20	17	15	21	26	21	25	49	54	47	host	gene-VC_RS18350
gene-VC_RS15420	552	716	654	630	1841	1478	1797	1966	2048	1863	host	gene-VC_RS15420
gene-VC_RS14590	733	991	947	995	425	392	391	405	381	351	host	gene-VC_RS14590
gene-VC_RS09855	624	657	672	638	1237	1330	1244	1682	1814	1543	host	gene-VC_RS09855
gene-VC_RS12965	597	647	592	586	890	886	857	1071	1136	984	host	cpxA
gene-VC_RS04890	510	607	569	609	822	879	817	935	857	855	host	rfaH
gene-VC_RS18475	185	173	157	166	131	170	119	154	194	173	host	cheD
gene-VC_RS01365	69	82	80	86	121	151	121	198	197	161	host	gene-VC_RS01365
gene-VC_RS09905	693	816	822	832	1022	906	950	1101	905	1104	host	ccmB
gene-VC_RS06010	3198	3274	3400	3413	5119	5032	5055	3595	3236	3046	host	purT
gene-VC_RS15475	252	317	319	315	559	498	556	824	795	791	host	gene-VC_RS15475
gene-VC_RS05610	3001	2933	3218	3068	3045	3173	2987	3914	3799	3557	host	clpA
gene-VC_RS16415	682	720	622	617	1018	936	1008	1331	1173	1182	host	gene-VC_RS16415
gene-VC_RS02740	1007	1086	1167	1440	263	207	176	216	192	221	host	cysW
gene-VC_RS10660	1894	1881	2129	1909	2015	2224	2001	1753	1654	1434	host	gene-VC_RS10660
gene-VC_RS17730	2272	2178	2259	2159	2765	2850	2577	1911	2057	1619	host	pyrC
gene-VC_RS01130	1622	1592	1655	1442	962	795	864	1273	1297	1144	host	gene-VC_RS01130
gene-VC_RS01090	549	593	575	554	1086	1051	1009	1460	1570	1336	host	coaD
gene-VC_RS05520	3039	3446	3567	3346	3534	3669	3614	4485	4060	3615	host	purB
gene-VC_RS16220	501	530	437	453	589	619	584	878	937	813	host	gene-VC_RS16220
gene-VC_RS09035	2227	2305	2390	2260	1116	987	1067	880	872	803	host	gene-VC_RS09035
gene-VC_RS16595	320	374	379	376	537	595	554	788	704	720	host	narQ
gene-VC_RS06550	130	174	148	131	245	237	238	456	457	435	host	gene-VC_RS06550
gene-VC_RS07670	1885	1908	1926	1990	2070	1902	2184	2385	2444	2142	host	gene-VC_RS07670
gene-VC_RS08990	2923	3168	3611	3853	1548	1337	1444	2087	1856	1960	host	gene-VC_RS08990
gene-VC_RS16040	1031	1112	987	999	2023	2019	2138	2531	4084	2296	host	gene-VC_RS16040
gene-VC_RS14515	167	180	198	202	261	267	275	357	375	290	host	ulaR
gene-VC_RS08045	1566	1655	1811	1602	2032	1780	1810	1775	1886	1471	host	gene-VC_RS08045
gene-VC_RS18795	146	213	194	295	290	243	248	325	287	317	host	gene-VC_RS18795
gene-VC_RS02295	14037	12358	11969	9994	15716	13602	17949	8445	6524	6858	host	gene-VC_RS02295
gene-VC_RS12870	1987	2715	2883	3124	2392	2931	2391	2552	2313	2326	host	rraA
gene-VC_RS08365	4999	5487	5663	5719	5633	5861	5408	6177	6414	5780	host	topA
gene-VC_RS13005	826	861	875	822	860	820	747	1243	1183	1181	host	gene-VC_RS13005
gene-VC_RS00560	815	866	997	1027	936	866	850	822	717	682	host	hemC
gene-VC_RS06020	309	404	316	335	544	543	593	1259	1175	1111	host	cdd
gene-VC_RS10935	1000	1070	1061	971	770	606	729	993	1189	927	host	gene-VC_RS10935
gene-VC_RS09425	2319	2021	2191	1921	2663	2400	2613	2370	2382	2035	host	minC
gene-VC_RS00035	309	309	333	304	253	260	230	303	295	274	host	gene-VC_RS00035
gene-VC_RS02785	10920	9141	7346	8999	9711	11708	12558	9511	8373	7787	host	gene-VC_RS02785
gene-VC_RS03450	1105	1435	1335	1392	1491	1504	1331	1747	1500	1725	host	lspA
gene-VC_RS13395	4162	4846	8362	8342	2657	2235	2153	1764	1556	1605	host	atpE
gene-VC_RS04975	1105	1332	1555	1531	1597	1434	1470	1817	1596	1448	host	gene-VC_RS04975
gene-VC_RS01950	70	93	101	102	143	214	83	108	114	117	host	gene-VC_RS01950
gene-VC_RS06840	1035	1312	1297	1298	2567	2395	2464	2463	2361	2217	host	gene-VC_RS06840
gene-VC_RS18280	254	276	322	339	449	352	410	517	546	531	host	gene-VC_RS18280
gene-VC_RS13890	297	266	319	301	289	283	300	357	359	325	host	tssE
gene-VC_RS12790	478	526	439	538	1341	1173	1240	1655	1725	1587	host	epmA
gene-VC_RS10050	6054	6205	6211	6794	3963	3635	4129	4067	4104	3765	host	sucA
gene-VC_RS10140	1028	1214	1316	1385	2014	1990	1982	2386	2404	2240	host	gene-VC_RS10140
gene-VPVV882_gp30	2078	6887	491	695	26645	32755	29012	74227	82825	83951	phage	gene-VPVV882_gp30
gene-VC_RS06255	540	548	597	535	650	620	662	859	970	769	host	gene-VC_RS06255
gene-VC_RS17410	37	40	42	28	82	73	77	111	128	98	host	gene-VC_RS17410
gene-VC_RS04010	102	120	84	117	197	204	171	235	248	236	host	gene-VC_RS04010
gene-VC_RS08475	2650	2752	2649	2743	2290	2260	2302	3747	3751	3474	host	vexD
gene-VC_RS11250	1772	1773	1800	1968	2329	2276	2258	2373	2254	2318	host	gene-VC_RS11250
gene-VC_RS11165	1116	1162	1299	1187	1394	1341	1381	1640	1487	1425	host	mltA
gene-VPVV882_gp62	3204	5359	2746	3569	40627	51502	41644	50132	43808	49105	phage	gene-VPVV882_gp62
gene-VC_RS01935	3051	3173	3304	3205	733	625	752	684	720	592	host	gene-VC_RS01935
gene-VC_RS04705	1246	1330	1350	1364	994	1048	1051	1474	1326	1383	host	mrdB
gene-VC_RS07845	201	243	242	241	340	317	331	526	616	538	host	gene-VC_RS07845
gene-VC_RS03205	1495	1546	1921	1760	1443	1343	1305	1279	1516	1203	host	greA
gene-VC_RS16315	321	264	284	257	295	383	316	453	471	454	host	elbB
gene-VC_RS12585	843	825	808	844	1031	1028	1195	1376	1435	1284	host	gene-VC_RS12585
gene-VC_RS05005	1863	2003	1903	1899	2418	2511	2447	4066	3731	3676	host	rsxC
gene-VC_RS07685	329	410	582	320	676	653	655	1526	1249	1142	host	gene-VC_RS07685
gene-VC_RS08035	380	428	442	490	411	396	423	503	570	403	host	gene-VC_RS08035
gene-VC_RS17910	1231	1375	1372	1309	879	746	819	1117	1124	1096	host	gene-VC_RS17910
gene-VC_RS06270	674	677	686	703	974	902	1013	1262	1469	1194	host	chbG
gene-VC_RS07180	1621	1720	2161	1961	977	886	911	641	652	501	host	rmf
gene-VC_RS13010	1179	1225	1396	1296	707	646	620	683	628	528	host	gene-VC_RS13010
gene-VC_RS16780	148	146	180	173	146	153	170	162	158	165	host	gene-VC_RS16780
gene-VC_RS17680	578	673	901	877	556	555	496	600	587	533	host	gene-VC_RS17680
gene-VC_RS01120	791	836	846	828	479	398	472	685	710	592	host	gene-VC_RS01120
gene-VC_RS17965	231	300	281	284	280	277	273	383	434	354	host	gene-VC_RS17965
gene-VC_RS06140	8566	8987	8228	8642	6828	7169	6908	7325	6522	6488	host	gyrA
gene-VC_RS10915	11559	13102	13827	12600	9099	9788	9307	7710	5700	6591	host	tsf
gene-VC_RS00240	4848	5099	5643	5349	7440	7419	7135	2696	2503	2132	host	purE
gene-VC_RS03445	8450	7754	7186	8113	10308	9367	7848	10496	9506	8767	host	ileS
gene-VC_RS17565	423	486	442	488	523	553	601	904	885	834	host	gene-VC_RS17565
gene-VC_RS15410	546	606	577	600	847	692	866	1121	1074	1046	host	gene-VC_RS15410
gene-VC_RS18355	433	461	411	420	408	373	389	603	645	542	host	potE
gene-VC_RS06645	354	333	372	299	402	259	386	399	383	352	host	gene-VC_RS06645
gene-VPVV882_gp60	2758	3941	4195	5045	44763	48870	46866	46137	45961	42847	phage	gene-VPVV882_gp60
gene-VC_RS02525	118	138	144	128	219	219	215	364	334	363	host	gene-VC_RS02525
gene-VC_RS00425	400	436	548	477	571	531	510	537	474	502	host	tatA
gene-VC_RS16480	52	56	50	54	63	49	67	91	87	60	host	gene-VC_RS16480
gene-VC_RS07770	304	334	360	425	401	390	350	430	448	442	host	gene-VC_RS07770
gene-VC_RS13085	309	357	327	368	591	586	568	713	852	636	host	bioH
gene-VC_RS16860	60	82	88	94	131	149	125	213	222	201	host	gene-VC_RS16860
gene-VC_RS00865	181	235	230	247	257	236	250	295	336	299	host	gene-VC_RS00865
gene-VC_RS05235	124	184	150	186	316	333	286	404	373	351	host	gene-VC_RS05235
gene-VC_RS05635	2708	2973	2664	2764	3642	3540	3595	5645	6996	5135	host	panP
gene-VC_RS00070	1462	1390	1572	1429	942	1128	915	782	1001	726	host	gene-VC_RS00070
gene-VC_RS06500	216	263	256	292	269	315	254	440	422	454	host	prpB
gene-VC_RS12905	32688	33142	41453	36907	16064	13254	15861	12338	16071	10492	host	rpmE
gene-VC_RS07195	225	266	280	248	136	145	158	201	160	175	host	gene-VC_RS07195
gene-VC_RS09475	373	387	439	433	550	553	585	731	844	654	host	gene-VC_RS09475
gene-VC_RS16140	804	899	962	1015	903	963	917	984	977	1010	host	gene-VC_RS16140
gene-VC_RS07910	509	495	448	451	701	707	748	925	985	926	host	gene-VC_RS07910
gene-VC_RS02425	3404	3540	3529	3623	4270	4139	3992	3783	3504	3158	host	gene-VC_RS02425_gene_tkt
gene-VC_RS13640	1301	1369	1418	1299	1005	851	949	867	877	727	host	gene-VC_RS13640
gene-VC_RS16800	273	292	264	278	350	338	405	531	576	480	host	gene-VC_RS16800
gene-VPVV882_gp03	2671	3942	867	909	33102	35729	42491	45985	37619	44971	phage	gene-VPVV882_gp03
gene-VC_RS14510	61	79	70	67	107	134	117	245	251	252	host	gene-VC_RS14510
gene-VC_RS05855	1596	1456	1498	1479	2342	2225	2587	2209	2173	1996	host	gene-VC_RS05855
gene-VC_RS04575	350	388	323	344	433	445	461	721	709	614	host	vpsE
gene-VC_RS05465	416	484	437	530	305	268	266	402	307	307	host	bioC
gene-VC_RS10700	27352	28758	32789	29418	11502	11013	11920	9745	8124	8495	host	gene-VC_RS10700
gene-VPVV882_gp26	5075	4086	887	1118	43747	45232	65139	43668	38857	40556	phage	gene-VPVV882_gp26
gene-VC_RS01640	774	768	861	837	861	820	807	1044	1082	1001	host	gene-VC_RS01640
gene-VC_RS05270	149	194	147	198	324	379	338	624	705	729	host	arsJ
gene-VC_RS14575	162	164	129	152	89	86	95	112	140	107	host	gene-VC_RS14575
gene-VC_RS04950	2817	3085	3451	3516	4438	4696	4187	2178	1747	1803	host	gene-VC_RS04950
gene-VC_RS00945	458	454	428	470	529	491	531	696	741	660	host	gene-VC_RS00945
gene-VC_RS01765	9574	10689	12132	10627	7529	8234	8205	9129	9310	7654	host	hflC
gene-VC_RS16650	159	151	167	170	321	317	338	452	471	385	host	gene-VC_RS16650
gene-VC_RS13880	182	173	190	199	196	196	166	195	151	156	host	tssB
gene-VC_RS12035	2942	2318	3738	2250	2365	3869	1863	1569	544	1470	host	gene-VC_RS12035
gene-VC_RS00810	1985	1976	2326	1958	1891	2330	2137	1441	1181	1239	host	gene-VC_RS00810
gene-VPVV882_gp14	4730	5516	728	1106	43401	41779	51839	51167	44933	49669	phage	gene-VPVV882_gp14
gene-VC_RS05760	2651	2404	1988	2364	549	365	545	445	392	319	host	gene-VC_RS05760
gene-VC_RS12655	565	618	567	5620	1046	944	996	1508	1268	1542	host	gene-VC_RS12655
gene-VC_RS06425	2672	3590	2978	2896	6226	5842	5926	11819	10915	10046	host	ompV
gene-VC_RS09735	1353	1666	1719	1946	2037	2075	1702	1921	1879	1838	host	fabD
gene-VC_RS05680	741	829	861	1117	830	856	742	941	793	860	host	serC
gene-VC_RS17920	572	681	609	599	1465	1585	1388	2101	2246	1932	host	gene-VC_RS17920
gene-VC_RS16405	128	148	162	158	200	185	201	222	247	249	host	gene-VC_RS16405
gene-VC_RS03170	3084	3138	3603	3289	3358	3106	3520	2812	2373	2489	host	erpA
gene-VC_RS08650	64	73	74	75	95	60	76	103	91	107	host	gene-VC_RS08650
gene-VC_RS05095	6470	6901	6834	6366	6889	6406	7106	7636	7196	6380	host	metG
gene-VC_RS06365	638	803	782	743	908	910	917	1567	1726	1488	host	gene-VC_RS06365
gene-VC_RS17515	89	140	157	154	188	218	175	247	299	246	host	gene-VC_RS17515
gene-VC_RS01530	4518	2790	3666	2688	2287	4710	2830	1694	1269	1376	host	gene-VC_RS01530
gene-VC_RS09390	223	253	230	248	353	364	311	465	448	476	host	gene-VC_RS09390
gene-VC_RS09725	30628	25283	28465	24192	9599	9195	9594	5149	4492	4696	host	acpP
gene-VC_RS02780	18820	14479	13819	12894	8983	9312	9829	6785	3934	5234	host	gene-VC_RS02780
gene-VC_RS10505	7670	6765	7142	6358	5464	6709	4976	3138	2741	2313	host	gene-VC_RS10505
gene-VC_RS15590	396	426	349	326	804	699	935	1829	2052	1852	host	gene-VC_RS15590
gene-VC_RS05245	2211	2470	2529	2487	3285	3000	3058	3609	4421	3168	host	gene-VC_RS05245
gene-VC_RS14830	474	520	625	541	677	600	666	891	1030	991	host	gene-VC_RS14830
gene-VC_RS11675	299	266	260	239	365	510	412	597	561	532	host	pilB
gene-VC_RS11090	519	542	580	618	321	304	297	286	226	223	host	gene-VC_RS11090
gene-VC_RS06825	157	221	183	183	498	476	480	976	1153	904	host	vceA
gene-VC_RS12205	1618	2593	1774	1613	886	636	845	668	486	498	host	gene-VC_RS12205_gene_hpf
gene-VC_RS17630	478	432	447	460	993	921	885	1064	999	999	host	gene-VC_RS17630
gene-VC_RS04060	527	559	538	501	972	828	935	1134	1446	1116	host	gene-VC_RS04060
gene-VC_RS08165	56	74	50	62	129	91	106	172	180	149	host	gene-VC_RS08165
gene-VC_RS14935	462	621	548	535	919	867	988	2038	1971	2058	host	gene-VC_RS14935
gene-VC_RS09525	1069	1134	1022	1088	1360	1286	1339	1984	1905	1795	host	gene-VC_RS09525
gene-VC_RS12545	1109	1235	1239	1411	2450	2723	2738	2908	2631	2718	host	gene-VC_RS12545
gene-VC_RS09455	2421	2392	2198	2271	3824	3096	4399	3635	3090	3191	host	gene-VC_RS09455
gene-VC_RS15880	1141	1415	1223	1276	1113	1162	1096	1211	1102	1113	host	gene-VC_RS15880
gene-VC_RS08150	439	516	493	537	435	458	417	777	794	665	host	gene-VC_RS08150
gene-VC_RS18285	698	772	669	712	1229	1430	1277	1676	1524	1565	host	gene-VC_RS18285
gene-VC_RS17950	212	264	368	370	371	283	276	312	284	221	host	gene-VC_RS17950
gene-VC_RS07820	178	203	186	199	308	322	328	599	593	565	host	rlmF
gene-VC_RS08360	3607	4292	4827	4964	2009	1943	1726	1775	1639	1586	host	gene-VC_RS08360_gene_glgC
gene-VC_RS12830	10088	7545	11846	12826	4126	4744	3172	5556	5395	4846	host	gene-VC_RS12830_gene_groL
gene-VC_RS18370	620	607	620	620	726	766	680	826	836	821	host	gene-VC_RS18370
gene-VC_RS14100	127	148	144	202	91	97	82	143	136	145	host	gene-VC_RS14100
gene-VC_RS11305	276	318	308	342	550	483	546	745	654	690	host	gene-VC_RS11305
gene-VC_RS06135	753	812	801	874	1090	1039	1042	1324	1145	1094	host	ubiG
gene-VC_RS06225	558	562	637	586	465	392	430	454	530	413	host	gene-VC_RS06225
gene-VC_RS06605	323	386	321	347	399	409	425	517	586	523	host	gene-VC_RS06605
gene-VC_RS06650	280	304	274	282	570	582	572	837	889	768	host	gene-VC_RS06650
gene-VC_RS04130	43	49	57	38	74	42	57	105	135	115	host	tcpQ
gene-VPVV882_gp31	5361	19766	1435	1999	51255	66876	72948	219228	186303	231373	phage	gene-VPVV882_gp31
gene-VC_RS10880	3741	4190	4329	4542	4110	4007	4026	5862	5349	6702	host	bamA
gene-VC_RS11640	1211	1273	1098	1215	1941	1821	1874	2880	2788	2628	host	recJ
gene-VPVV882_gp39	2622	3264	1066	1086	24496	40336	36840	29699	31136	35218	phage	gene-VPVV882_gp39
gene-VC_RS18300	249	213	194	228	385	363	384	469	464	470	host	gene-VC_RS18300
gene-VC_RS00625	693	773	818	836	858	797	768	1000	1122	866	host	gene-VC_RS00625
gene-VC_RS12495	14218	13548	12456	11370	16718	16647	22805	20065	22769	16407	host	rplV
gene-VC_RS07225	2569	2655	2984	2655	2751	2846	2739	3928	3671	3455	host	pepN
gene-VC_RS02695	1403	1281	1227	1276	1627	1592	1771	2287	2056	2042	host	truD
gene-VC_RS11470	720	756	740	783	1108	1138	1158	1388	1342	1371	host	gene-VC_RS11470
gene-VC_RS12050	1342	1519	1619	2172	2432	1675	1695	2029	1999	1849	host	gene-VC_RS12050
gene-VC_RS17120	384	426	333	324	1869	1959	1998	2480	3002	2257	host	gene-VC_RS17120
gene-VC_RS03300	256	217	221	191	318	314	331	457	466	432	host	gene-VC_RS03300
gene-VC_RS02120	1133	1269	1305	1319	1749	1577	1618	34544	1837	1935	host	rng
gene-VC_RS12110	1742	1793	1570	1463	605	445	474	434	446	392	host	argF
gene-VC_RS18575	799	889	833	879	1185	1207	1135	1551	1459	1353	host	gene-VC_RS18575
gene-VC_RS06870	254	252	236	228	430	370	484	663	682	683	host	gene-VC_RS06870
gene-VC_RS10375	890	965	935	875	1047	904	983	1002	1063	875	host	gene-VC_RS10375
gene-VC_RS00975	455	461	420	404	653	643	690	1053	1125	981	host	gene-VC_RS00975
gene-VC_RS05295	890	749	1092	1089	826	656	702	880	871	791	host	gene-VC_RS05295
gene-VC_RS08135	1055	1193	1116	1110	813	800	795	1052	978	937	host	gene-VC_RS08135
gene-VC_RS03275	29289	26301	28243	28468	16784	12961	16978	13533	12402	11031	host	rpsO
gene-VC_RS18960	129	140	130	145	219	218	266	334	393	290	host	gene-VC_RS18960
gene-VC_RS13280	6624	6078	12712	5587	5251	7419	5473	4569	4579	4546	host	gene-VC_RS13280
gene-VC_RS14765	430	500	575	554	515	394	451	723	680	726	host	gene-VC_RS14765
gene-VC_RS02895	3484	3420	3103	3599	5033	5298	5844	5437	5696	4910	host	degS
gene-VC_RS00205	1088	1181	1137	1130	1285	1265	1258	1558	1572	1438	host	fmt
gene-VC_RS05540	10361	9149	10425	8228	6642	6849	7300	5515	3744	4521	host	gene-VC_RS05540
gene-VC_RS12865	532	499	494	572	1104	1118	1014	1476	1534	1389	host	gene-VC_RS12865
gene-VC_RS06305	2620	3062	3566	3802	3839	3787	3229	4084	4178	3703	host	gene-VC_RS06305
gene-VC_RS07620	918	1301	1139	1050	985	879	921	2334	2236	2136	host	almG
gene-VC_RS18610	60	67	58	60	68	61	69	54	42	49	host	gene-VC_RS18610
gene-VC_RS11745	1351	1348	1295	1334	1254	1243	1314	1713	1579	1492	host	glnE
gene-VC_RS01510	5816	7399	5283	2866	6683	8151	12922	5240	5630	5871	host	gene-VC_RS01510
gene-VC_RS04690	2323	2913	2825	2805	2116	1503	1968	1586	1802	1411	host	ybeD
gene-VC_RS05400	242	314	311	322	656	576	536	791	763	658	host	gene-VC_RS05400
gene-VC_RS01820	16728	19821	18756	19825	19134	20482	20231	24833	28991	22265	host	fusA
gene-VC_RS07435	715	888	1026	1087	858	731	761	902	960	849	host	gene-VC_RS07435
gene-VC_RS18265	943	1062	1296	1233	1737	1571	1562	1723	1625	1544	host	gene-VC_RS18265
gene-VC_RS16555	650	738	699	755	995	870	979	1261	1267	1205	host	gene-VC_RS16555
gene-VC_RS04750	4618	4919	4295	4062	6955	7142	7935	9576	9148	8571	host	corC
gene-VC_RS06785	371	344	348	342	351	338	317	472	483	428	host	cheB
gene-VC_RS12085	5694	6285	6200	5923	7806	7782	8036	9600	9506	8193	host	gene-VC_RS12085
gene-VC_RS13800	205	218	217	192	416	360	399	667	674	662	host	gene-VC_RS13800
gene-VC_RS06420	551	791	470	484	1496	1356	1423	4340	4440	4129	host	gene-VC_RS06420
gene-VC_RS07500	57	56	51	53	91	82	95	142	186	141	host	gene-VC_RS07500
gene-VC_RS05315	141	176	172	165	198	170	187	209	221	183	host	gene-VC_RS05315
gene-VC_RS06735	283	295	261	284	525	526	518	832	889	845	host	gene-VC_RS06735
gene-VC_RS09860	480	512	421	504	770	797	716	1039	1043	963	host	gene-VC_RS09860
gene-VC_RS13450	3353	3031	3230	3505	2895	2746	2968	2317	2090	2110	host	gene-VC_RS13450
gene-VC_RS02345	581	584	621	569	917	834	852	1100	1417	1051	host	gene-VC_RS02345
gene-VC_RS06210	150	156	126	124	218	216	266	392	442	394	host	gene-VC_RS06210
gene-VC_RS00460	948	1091	937	1008	1565	1799	1659	2447	2096	2389	host	plsB
gene-VC_RS09950	1706	1556	1676	1713	1638	1540	1736	1394	1319	1186	host	cheY
gene-VC_RS14595	293	262	279	274	406	367	355	481	540	456	host	gene-VC_RS14595
gene-VC_RS02580	343	385	384	367	550	546	506	674	743	646	host	gene-VC_RS02580
gene-VC_RS08785	7	8	16	7	26	16	24	74	81	66	host	gene-VC_RS08785
gene-VC_RS09200	961	1049	1079	1095	1890	1657	1880	2090	2287	2104	host	cysB
gene-VC_RS12530	1666	1443	1349	1531	1965	2349	2037	2415	2081	2228	host	rlmB
gene-VC_RS11275	35851	39320	40295	35878	29214	30714	29994	28682	25852	24051	host	gene-VC_RS11275_gene_fusA
gene-VC_RS15395	327	417	411	373	534	463	506	1091	1067	1084	host	gene-VC_RS15395
gene-VC_RS12900	1624	1527	1606	1549	1980	1805	1872	2504	2910	2381	host	priA
gene-VC_RS16875	1515	1744	1731	1688	1512	1446	1456	2405	2647	2376	host	luxQ
gene-VC_RS06390	275	307	315	291	635	701	639	1059	1125	1044	host	gene-VC_RS06390
gene-VC_RS16525	135	154	160	181	139	162	119	152	146	153	host	gene-VC_RS16525
gene-VC_RS04655	867	881	833	829	1074	901	1159	1231	1048	1267	host	vpsP
gene-VC_RS15485	771	883	956	988	1049	984	1044	1880	1928	1818	host	gene-VC_RS15485
gene-VC_RS18450	437	528	589	609	493	499	511	592	669	579	host	gene-VC_RS18450
gene-VC_RS13045	4726	5147	4706	4832	6930	7687	7452	9203	7685	8278	host	spoT
gene-VC_RS11770	2361	2825	3395	3517	2799	2314	2413	2528	2885	2409	host	gene-VC_RS11770
gene-VC_RS08390	15150	13524	14042	12848	9752	8350	10409	9022	9229	7679	host	infA
gene-VC_RS12135	4136	9675	4656	4715	5308	8357	5533	6574	6042	5957	host	murA
gene-VC_RS18180	421	453	536	568	599	592	536	639	681	530	host	gene-VC_RS18180
gene-VC_RS01545	1860	2245	2315	2150	2214	11361	2188	2273	2677	2151	host	murB
gene-VC_RS07725	423	303	376	320	310	483	385	262	141	214	host	gene-VC_RS07725
gene-VC_RS13540	182	187	202	200	278	303	285	485	452	435	host	gene-VC_RS13540
gene-VC_RS14270	2115	2711	2090	2145	6910	7286	6931	11524	10800	11244	host	gene-VC_RS14270
gene-VC_RS06430	801	945	960	951	1067	919	990	1766	1869	1545	host	carS
gene-VPVV882_gp70	7393	9322	2316	2949	70725	94714	94074	82035	73176	78828	phage	gene-VPVV882_gp70
gene-VC_RS13505	690	733	712	724	1577	1538	1497	1843	2075	1675	host	vasX
gene-VC_RS02600	0	0	0	0	1	0	1	0	0	0	host	gene-VC_RS02600
gene-VC_RS16605	179	178	177	171	165	142	158	176	154	159	host	gene-VC_RS16605
gene-VC_RS00185	440	472	510	498	431	408	362	747	821	705	host	gene-VC_RS00185
gene-VC_RS13460	261	256	246	234	415	460	391	637	787	569	host	gene-VC_RS13460
gene-VC_RS01280	397	541	577	609	805	921	737	1203	1390	1270	host	gene-VC_RS01280
gene-VC_RS06245	513	454	478	422	486	485	475	632	647	640	host	cod
gene-VC_RS04700	1278	1417	1243	1288	976	972	1134	1374	1175	1218	host	rlpA
gene-VC_RS07995	663	710	748	679	713	711	705	1258	1310	1187	host	vieA
gene-VC_RS13940	180	199	165	205	163	176	184	314	341	274	host	vasJ
gene-VC_RS08520	2272	2466	2438	2413	2013	1899	2155	3154	3288	2984	host	gene-VC_RS08520
gene-VC_RS13490	207	240	304	295	142	143	139	165	177	128	host	gene-VC_RS13490_gene_hcp-2
gene-VC_RS10115	218	225	194	195	459	486	481	821	902	812	host	gene-VC_RS10115
gene-VC_RS02200	14404	16803	17180	16032	13019	13517	14054	13039	9049	11749	host	rpmA
gene-VC_RS03930	1620	1743	1451	1308	4708	4675	5199	5814	6013	5527	host	gene-VC_RS03930
gene-VC_RS16550	269	302	351	366	499	528	478	645	660	581	host	gene-VC_RS16550
