Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol
gene-PA0073	22	7	6	10	1	2	1	1	host	gene-PA0073
gene-PA4443	78	111	64	112	8	11	19	7	host	cysD
gene-PA0703	17	11	12	17	7	2	3	1	host	gene-PA0703
gene-PPLUZ19_gp49	0	0	36	67	5	30	815	522	phage	gp49
gene-PA3529	369	465	266	351	81	77	51	38	host	gene-PA3529
gene-PA0997	2027	2051	886	972	201	112	55	52	host	pqsB
gene-PA0695	2	2	0	1	0	0	0	2	host	gene-PA0695
gene-PA5448	317	278	290	363	36	29	10	7	host	wbpY
gene-PA0273	5	3	0	3	0	1	0	0	host	gene-PA0273
gene-PA2285	17	13	14	12	8	5	6	8	host	gene-PA2285
gene-PA3944	35	20	13	21	2	0	1	0	host	gene-PA3944
gene-PA1765	32	51	28	25	2	6	1	2	host	gene-PA1765
gene-PA3153	98	264	135	293	15	37	9	7	host	wzx
gene-PA4788	6	2	2	7	2	0	0	1	host	gene-PA4788
gene-PA0100	229	235	124	277	29	38	20	13	host	gene-PA0100
gene-PA4746	211	538	1211	2321	259	349	201	120	host	gene-PA4746
gene-PA2319	59	45	29	55	11	9	3	4	host	gene-PA2319
gene-PA2877	39	28	12	15	0	4	2	2	host	gene-PA2877
gene-PA1749	168	255	40	64	6	17	7	7	host	gene-PA1749
gene-PA5166	97	89	46	64	15	15	7	4	host	gene-PA5166
gene-PA1689	168	221	209	309	62	79	34	25	host	gene-PA1689
gene-PA3217	39	48	36	33	8	8	7	11	host	cyaB
gene-PA1358	108	103	43	60	11	11	4	4	host	gene-PA1358
gene-PA0339	36	27	18	15	4	3	3	0	host	gene-PA0339
gene-PA0052	6	2	2	2	0	2	1	0	host	gene-PA0052
gene-PA3086	150	100	53	86	15	17	3	6	host	gene-PA3086
gene-PA1903	14	96	6	156	0	33	5	1	host	phzE2
gene-PA2149	0	0	0	0	0	0	0	0	host	gene-PA2149
gene-PA3770	373	515	494	683	200	271	223	127	host	guaB
gene-PA1968	38	45	23	29	7	7	1	2	host	gene-PA1968
gene-PA2323	191	110	152	175	38	24	12	10	host	gene-PA2323
gene-PA2862	36	30	23	22	7	3	2	3	host	lipA
gene-PA0780	62	41	18	27	4770	11	6	2	host	pruR
gene-PA0444	19	26	12	16	1	9	4	2	host	gene-PA0444
gene-PA1780	3	5	0	3	1	1	1	2	host	nirD
gene-PA0037	16	18	5	14	1	6	5	0	host	trpI
gene-PA2004	69	86	100	105	21	17	10	6	host	gene-PA2004
gene-PA0284	11	10	2	2	1	0	3	2	host	gene-PA0284
gene-PA3813	499	562	891	1100	100	110	41	35	host	iscU
gene-PA1796	62	60	89	113	22	17	12	8	host	folD
gene-PA4264	2541	8228	3960	7022	1952	2700	1237	675	host	rpsJ
gene-PA3751	125	142	153	195	28	13	5	6	host	purT
gene-PA4629	19	20	22	41	14	21	8	7	host	gene-PA4629
gene-PA2496	6	6	9	11	2	2	2	1	host	gene-PA2496
gene-PA3628	137	150	113	151	36	29	14	3	host	gene-PA3628
gene-PA4019	109	96	78	108	11	18	9	4	host	gene-PA4019
gene-PA0817	109	87	53	107	13	11	5	3	host	gene-PA0817
gene-PA1409	5	5	2	11	0	0	2	0	host	aphA
gene-PA5518	97	104	97	124	14	35	12	9	host	gene-PA5518
gene-PA2081	12	11	14	16	1	2	1	1	host	kynB
gene-PA2042	168	255	208	364	39	35	20	19	host	gene-PA2042
gene-PA1429	33	46	18	35	2	11	6	1	host	gene-PA1429
gene-PA5355	26	29	8	10	4	2	7	0	host	glcD
gene-PA2782	7	7	2	3	1	0	0	0	host	gene-PA2782
gene-PA2987	79	66	64	90	13	17	9	5	host	gene-PA2987
gene-PA3538	37	32	30	22	7	7	8	4	host	gene-PA3538
gene-PA4109	44	37	20	31	5	9	3	5	host	ampR
gene-PA3431	5	2	3	4	1	1	2	1	host	gene-PA3431
gene-PA0605	45	55	62	74	6	15	3	4	host	gene-PA0605
gene-PA1997	60	46	32	43	12	5	3	3	host	gene-PA1997
gene-PA4835	31	27	12	22	6	4	0	1	host	gene-PA4835
gene-PA3963a	12	7	2	6	3	1	0	0	host	gene-PA3963a
gene-PA2906	105	85	37	51	16	27	14	5	host	gene-PA2906
gene-PA2921	18	15	4	6	1	1	0	2	host	gene-PA2921
gene-PA4075	114	66	30	45	6	8	2	7	host	gene-PA4075
gene-PA5391	6	5	3	1	5	3	0	3	host	gene-PA5391
gene-PA1904	6	22	5	58	1	10	0	0	host	phzF2
gene-PA0218	35	18	14	19	5	4	1	2	host	gene-PA0218
gene-PA3502	6	12	5	12	1	3	1	0	host	gene-PA3502
gene-PA4221	1739	1801	1468	1298	171	155	40	64	host	fptA
gene-PA2841	31	21	14	32	6	8	2	0	host	gene-PA2841
gene-PA2356	2	1	3	3	0	0	1	0	host	msuD
gene-PA2539	59	36	90	145	16	40	15	11	host	gene-PA2539
gene-PA2852	92	53	26	31	11	9	2	4	host	gene-PA2852
gene-PA4331	58	53	13	36	3	8	3	17	host	gene-PA4331
gene-PA3961	164	125	81	128	20	18	13	10	host	gene-PA3961
gene-PA4657	91	68	54	52	10	9	8	3	host	gene-PA4657
gene-PA3429	15	2	3	12	2	0	1	1	host	gene-PA3429
gene-PA1686	60	49	34	55	6	15	2	6	host	alkA
gene-PA4701	213	215	129	171	40	43	29	25	host	gene-PA4701
gene-PA0900	153	191	152	339	24	36	13	4	host	gene-PA0900
gene-PA0657	295	216	78	95	25	24	26	11	host	gene-PA0657
gene-PA1423	58	53	20	31	4	2	4	2	host	bdlA
gene-PA5381	13	12	8	12	0	2	2	0	host	gene-PA5381
gene-PA4760	81	116	58	66	20	18	11	10	host	dnaJ
gene-PA0256	79	98	23	55	6	3	5	4	host	gene-PA0256
gene-PA3947	32	29	13	20	3	10	1	1	host	rocR
gene-PA1189	29	32	17	20	3	4	3	1	host	gene-PA1189
gene-PA4270.1	623	922	706	1265	269	315	217	125	host	gene-PA4270.1
gene-PA4381	117	140	42	88	19	14	13	11	host	gene-PA4381
gene-PA0334	53	48	31	60	8	12	3	2	host	gene-PA0334
gene-PA2123	23	22	13	24	4	5	2	1	host	gene-PA2123
gene-PA3053	35	26	18	28	4	7	2	5	host	gene-PA3053
gene-PA4337	11	12	9	11	3	5	1	1	host	gene-PA4337
gene-PA1675	42	47	44	45	11	12	13	7	host	gene-PA1675
gene-PA2066	16	15	8	14	1	3	1	3	host	gene-PA2066
gene-PA0510	4	1	0	2	1	0	0	1	host	gene-PA0510
gene-PA4091	23	32	24	22	3	4	3	3	host	hpaA
gene-PA3049	608	611	86	110	13	35	5	7	host	rmf
gene-PA5290	64	59	31	60	21	16	6	6	host	gene-PA5290
gene-PA4473	162	113	150	232	18	27	12	11	host	gene-PA4473
gene-PA4269	6305	10816	6360	13993	2395	3137	1975	1255	host	rpoC
gene-PA1546	162	158	79	152	23	23	27	12	host	hemN
gene-PA1474	160	107	82	113	19	17	12	7	host	gene-PA1474
gene-PA4616	50	57	139	161	17	28	13	6	host	gene-PA4616
gene-PA1484	45	64	25	63	10	10	8	6	host	gene-PA1484
gene-PA5500	85	59	27	42	14	7	6	7	host	znuC
gene-PA4243	7002	8441	4977	9724	2127	3051	1393	753	host	secY
gene-PA5362	211	225	184	276	30	37	18	23	host	gene-PA5362
gene-PA3237	8	10	5	5	0	0	1	2	host	gene-PA3237
gene-PA3981	134	119	154	178	33	31	20	6	host	gene-PA3981
gene-PA2191	398	117	90	35	22	11	7	2	host	exoY
gene-PA0279	17	13	6	8	1	3	1	1	host	gene-PA0279
gene-PA3247	77	89	97	129	20	30	9	16	host	gene-PA3247
gene-PA4181	15	7	4	5	0	1	1	0	host	gene-PA4181
gene-PA4639	83	100	55	59	17	29	17	14	host	gene-PA4639
gene-PA3008	87	130	100	183	34	37	13	13	host	gene-PA3008
gene-PA1842	67	68	38	53	9	17	9	6	host	gene-PA1842
gene-PA3189	239	670	232	803	18	32	16	5	host	gene-PA3189
gene-PA0299	1493	1021	2388	2396	473	390	58	81	host	spuC
gene-PA4818	4	5	0	9	1	2	2	0	host	gene-PA4818
gene-PA2265	16	14	19	21	3	2	1	7	host	gene-PA2265
gene-PA3927	12	17	8	3	1	1	0	0	host	gene-PA3927
gene-PA3042	32	35	29	45	13	13	2	1	host	gene-PA3042
gene-PA3623	1803	2562	495	1021	83	147	52	29	host	gene-PA3623
gene-PA1715	303	117	233	162	40	25	5	18	host	pscB
gene-PA0115	98	112	38	66	19	9	6	4	host	gene-PA0115
gene-PA3907	30	64	30	78	14	14	11	6	host	gene-PA3907
gene-PA5268	90	103	28	47	9	6	4	1	host	corA
gene-PA2283	7	3	5	10	4	3	5	1	host	gene-PA2283
gene-PA2505	19	16	4	15	4	3	0	1	host	opdT
gene-PA1308	144	148	100	136	22	23	8	9	host	gene-PA1308
gene-PA2026	45	35	46	103	7	7	4	2	host	gene-PA2026
gene-PA2147	20	11	7	9	4	2	3	3	host	katE
gene-PA1209	13	7	7	8	0	3	2	0	host	gene-PA1209
gene-PA2378	222	238	88	158	14	19	11	3	host	gene-PA2378
gene-PA5087	41	59	20	38	3	5	3	5	host	gene-PA5087
gene-PA4647	117	159	126	175	43	43	29	22	host	uraA
gene-PA0360	175	149	79	147	21	22	9	9	host	gene-PA0360
gene-PA1065	52	53	34	35	6	7	3	2	host	gene-PA1065
gene-PA1092	2586	3213	5685	6157	1288	732	270	322	host	fliC
gene-PA4713	20	14	14	16	2	2	2	5	host	gene-PA4713
gene-PA1892	3	4	7	6	1	1	0	1	host	gene-PA1892
gene-PA3423	8	24	8	13	2	3	6	0	host	gene-PA3423
gene-PA1639	113	105	61	91	25	24	10	5	host	gene-PA1639
gene-PA3403	32	21	50	58	17	21	10	5	host	gene-PA3403
gene-PA0898	359	399	243	585	23	37	10	11	host	aruD
gene-PA2179	7	3	1	2	2	1	0	0	host	gene-PA2179
gene-PA2867	105	108	62	78	6	11	8	8	host	gene-PA2867
gene-PA2665	18	14	5	6	1	2	1	0	host	gene-PA2665
gene-PA4282	314	257	180	266	46	55	33	27	host	gene-PA4282
gene-PA5525	71	73	36	49	4	8	6	5	host	gene-PA5525
gene-PA1575	15	12	21	31	6	2	2	0	host	gene-PA1575
gene-PA2340	13	12	5	7	1	5	3	1	host	gene-PA2340
gene-PA0723	347	368	312	319	271	264	179	244	host	coaB
gene-PA1504	17	25	13	22	4	3	2	0	host	gene-PA1504
gene-PA1410	9	3	7	19	1	1	2	1	host	gene-PA1410
gene-PA4398	101	110	60	85	8	15	7	3	host	gene-PA4398
gene-PA2033	2046	1132	276	305	36	14	12	18	host	gene-PA2033
gene-PA4391	141	198	56	86	22	20	16	6	host	gene-PA4391
gene-PA2339	20	11	7	5	1	2	2	1	host	gene-PA2339
gene-PA3517	9	12	9	13	1	1	0	2	host	gene-PA3517
gene-PA4399	122	63	55	63	8	13	4	6	host	gene-PA4399
gene-PA2182	5	4	1	2	1	0	0	1	host	gene-PA2182
gene-PA1971	66	45	30	44	7	4	4	1	host	braZ
gene-PA1864	0	0	0	1	0	1	0	2	host	gene-PA1864
gene-PA3739	59	55	43	48	17	20	4	3	host	gene-PA3739
gene-PA2016	104	153	43	71	0	6	0	1	host	liuR
gene-PA4925	38	45	15	29	8	8	2	4	host	gene-PA4925
gene-PA1526	82	63	74	98	17	18	10	5	host	gene-PA1526
gene-PA5291	78	89	75	109	13	14	12	2	host	gene-PA5291
gene-PA4534	187	191	84	116	23	41	8	13	host	gene-PA4534
gene-PA0981	12	18	13	18	3	5	5	1	host	gene-PA0981
gene-PA4859	4	4	1	7	0	1	0	1	host	gene-PA4859
gene-PA5471	40	45	32	41	11	14	11	8	host	gene-PA5471
gene-PA3455	310	259	103	156	21	19	8	8	host	gene-PA3455
gene-PA3255	145	133	88	100	20	19	11	9	host	gene-PA3255
gene-PA0876	79	80	37	63	13	11	8	5	host	gene-PA0876
gene-PA2650	12	10	11	9	3	2	0	3	host	gene-PA2650
gene-PA5570	128	218	219	369	90	98	73	38	host	rpmH
gene-PA1703	670	230	351	172	114	41	20	44	host	pcrD
gene-PA4897	76	100	38	55	11	6	5	4	host	gene-PA4897
gene-PA2193	3	18	2	13	1	3	6	1	host	hcnA
gene-PA2749	39	25	8	24	3	6	2	2	host	endA
gene-PA0417	16	11	15	19	3	9	4	2	host	chpE
gene-PA5515	75	62	26	34	6	13	7	1	host	gene-PA5515
gene-PA1953	16	10	2	5	1	0	1	1	host	gene-PA1953
gene-PA2738	1946	1729	541	817	169	190	105	67	host	himA
gene-PA3967	21	14	23	35	9	17	3	4	host	gene-PA3967
gene-PA4198	39	43	24	29	10	6	6	2	host	gene-PA4198
gene-PA2357	4	1	4	0	0	1	0	0	host	msuE
gene-PA4438	107	174	166	285	55	71	44	29	host	gene-PA4438
gene-PA3467	9	10	5	10	2	0	2	2	host	gene-PA3467
gene-PA2305	193	250	48	100	14	19	11	7	host	ambB
gene-PA4010	86	59	37	75	11	20	6	3	host	gene-PA4010
gene-PA4532	85	92	48	79	17	12	6	7	host	gene-PA4532
gene-PA4742	407	862	480	936	198	329	124	81	host	truB
gene-PA2253	2	4	2	4	0	1	2	0	host	ansA
gene-PA0117	10	5	6	7	1	1	1	0	host	gene-PA0117
gene-PA4670	445	796	813	1454	312	397	272	164	host	prs
gene-PA3135	31	26	14	24	3	6	3	2	host	gene-PA3135
gene-PA5088	15	37	21	25	3	5	5	0	host	gene-PA5088
gene-PA1532	463	474	242	380	48	65	35	31	host	dnaX
gene-PA2756	458	430	144	195	35	45	20	12	host	gene-PA2756
gene-PA1966	65	29	18	20	13	3	1	4	host	gene-PA1966
gene-PA4156	67	72	50	37	16	7	6	4	host	gene-PA4156
gene-PA4891	10	4	5	3	1	3	0	2	host	ureE
gene-PA3199	38	46	38	43	8	12	6	1	host	gene-PA3199
gene-PA0949	104	64	71	86	26	10	15	11	host	wrbA
gene-PA3316	38	32	15	35	8	8	6	2	host	gene-PA3316
gene-PA0736a	7	10	6	5	2	0	1	0	host	gene-PA0736a
gene-PA3549	5	1	0	3	0	4	2	2	host	algJ
gene-PA2982	290	320	175	293	47	51	34	20	host	gene-PA2982
gene-PA2712	44	32	21	33	11	8	1	2	host	gene-PA2712
gene-PA4553	98	105	99	136	17	21	9	8	host	pilX
gene-PA2677	17	15	12	12	3	3	2	3	host	gene-PA2677
gene-PA0484	141	50	34	44	9	4	1	2	host	gene-PA0484
gene-PA4904	5	7	4	8	2	0	1	0	host	vanA
gene-PA0147	19	23	3	10	1	2	1	1	host	gene-PA0147
gene-PA0206	8	15	5	8	6	3	3	0	host	gene-PA0206
gene-PA1525	36	34	15	27	5	3	2	2	host	alkB2
gene-PA4188	6	3	1	3	0	0	0	0	host	gene-PA4188
gene-PA2596	9	7	6	8	1	1	1	2	host	gene-PA2596
gene-PA4666	121	172	114	184	42	35	23	16	host	hemA
gene-PA3232	81	41	106	144	6	4	2	0	host	gene-PA3232
gene-PA2481	60	67	60	97	6	13	8	2	host	gene-PA2481
gene-PA4764	1475	1815	814	1247	193	212	121	64	host	fur
gene-PA2550	98	70	233	252	25	12	3	10	host	gene-PA2550
gene-PA2442	416	333	251	335	24	19	8	6	host	gcvT2
gene-PA4894	108	96	29	36	5	4	1	3	host	gene-PA4894
gene-PA2185	6	3	4	3	1	1	0	1	host	katN
gene-PA4844	10	23	16	26	6	6	5	1	host	gene-PA4844
gene-PA4468	4164	3913	2106	2361	237	235	132	128	host	sodM
gene-PA5210	167	165	115	191	27	36	17	15	host	gene-PA5210
gene-PA0878	0	2	1	2	0	0	0	1	host	gene-PA0878
gene-PA1610	213	443	1276	1975	370	433	137	101	host	fabA
gene-PA4632	139	140	56	74	24	52	31	23	host	gene-PA4632
gene-PA0674	36	27	24	23	2	3	2	2	host	vreA
gene-PA0533	143	82	34	54	4	13	4	6	host	gene-PA0533
gene-PA2574	27	25	17	26	2	2	2	1	host	alkB1
gene-PA2014	908	763	1048	1178	90	68	28	27	host	liuB
gene-PA0724	14	30	15	12	1	3	2	5	host	gene-PA0724
gene-PA3005	245	238	126	165	24	43	23	14	host	nagZ
gene-PA5082	24	44	28	30	2	2	1	0	host	gene-PA5082
gene-PA4599	11	8	5	10	3	9	2	5	host	mexC
gene-PA3653	708	647	366	506	173	203	146	93	host	frr
gene-PA2244	10	11	5	8	4	2	1	1	host	pslN
gene-PPLUZ19_gp21	0	0	5	9	21395	28174	87765	80098	phage	gp21
gene-PA1362	6	11	2	4	0	0	1	1	host	gene-PA1362
gene-PA1558	7	11	7	9	3	4	1	0	host	gene-PA1558
gene-PA3733a	14	16	8	9	0	8	3	0	host	gene-PA3733a
gene-PA0479	17	11	8	7	1	2	0	1	host	gene-PA0479
gene-PA3729	635	802	467	804	123	119	89	66	host	gene-PA3729
gene-PA1513	45	51	18	24	5	6	1	3	host	gene-PA1513
gene-PA1908	21	11	17	25	1	2	2	1	host	gene-PA1908
gene-PA1577	92	111	73	97	9	17	9	9	host	gene-PA1577
gene-PA1112b	167	220	187	326	54	83	33	18	host	gene-PA1112b
gene-PA0316	625	462	494	603	145	120	56	61	host	serA
gene-PA0118	6	7	2	2	2	0	1	0	host	gene-PA0118
gene-PA4460	152	182	161	236	40	64	35	22	host	gene-PA4460
gene-PA4110	25	20	9	26	6	4	4	1	host	ampC
gene-PA1263	22	13	8	6	3	1	1	0	host	gene-PA1263
gene-PA5126	115	90	48	73	13	14	4	4	host	gene-PA5126
gene-PA3457	24	20	12	29	6	8	5	2	host	gene-PA3457
gene-PA3975	43	28	23	37	8	10	8	5	host	thiD
gene-PA1202	44	52	36	29	15	13	4	3	host	gene-PA1202
gene-PA1748	45	51	21	41	9	10	12	8	host	gene-PA1748
gene-PA2327	38	26	11	23	2	2	2	0	host	gene-PA2327
gene-PA2722	30	6	5	14	4	4	0	2	host	gene-PA2722
gene-PA3831	296	306	255	330	48	56	30	24	host	pepA
gene-PA3815	210	248	375	561	51	59	22	24	host	iscR
gene-PA3818	66	116	157	283	149	193	81	52	host	gene-PA3818
gene-PA3266	306	677	1387	1606	280	320	74	47	host	capB
gene-PA2031	4	16	3	7	0	2	2	1	host	gene-PA2031
gene-PA3566	15	10	10	21	2	0	0	1	host	gene-PA3566
gene-PA3297	361	271	291	413	57	52	23	20	host	gene-PA3297
gene-PA4665	190	222	177	316	37	57	27	25	host	prfA
gene-PA4720	62	76	99	102	24	34	22	10	host	trmA
gene-PA0719	10	6	10	4	8	5	9	7	host	gene-PA0719
gene-PA2777	41	48	31	37	7	6	1	1	host	gene-PA2777
gene-PA5339	258	391	333	466	72	102	50	31	host	gene-PA5339
gene-PA0836	34	25	22	26	6	3	5	5	host	ackA
gene-PA2108	21	18	25	19	5	6	1	3	host	gene-PA2108
gene-PA3600	13	13	18	15	2	2	0	1	host	gene-PA3600
gene-PA4322	77	85	79	115	24	30	9	8	host	gene-PA4322
gene-PA2741	4838	6786	5005	8722	2384	3204	1720	1153	host	rplT
gene-PA4475	267	172	150	202	27	27	9	8	host	gene-PA4475
gene-PA4145a	44	21	15	37	1	3	3	2	host	gene-PA4145a
gene-PA4823	0	0	0	0	0	1	1	0	host	gene-PA4823
gene-PA2552	994	627	1350	1593	178	121	13	29	host	gene-PA2552
gene-PA1469	32	14	7	17	1	3	1	2	host	gene-PA1469
gene-PA3536	95	73	36	61	16	26	12	8	host	gene-PA3536
gene-PA2436	141	152	60	78	9	19	9	3	host	gene-PA2436
gene-PA1265	0	2	0	0	0	0	0	2	host	gene-PA1265
gene-PA0492	13	8	0	5	0	1	0	0	host	gene-PA0492
gene-PA3233	289	145	400	572	16	17	7	9	host	gene-PA3233
gene-PA1855	2	2	5	2	1	1	0	0	host	gene-PA1855
gene-PA4710	590	988	56	102	5884	29	20	22	host	phuR
gene-PA4246	1904	3270	3370	5443	1152	1570	771	477	host	rpsE
gene-PA2457	18	21	19	55	5	4	5	3	host	gene-PA2457
gene-PA4172	3	2	3	2	0	1	0	0	host	gene-PA4172
gene-PA3610	10	21	10	11	6	8	6	2	host	potD
gene-PA0650	692	4364	505	731	96	119	56	54	host	trpD
gene-PA0768	198	216	303	405	62	69	41	30	host	lepB
gene-PA2585	422	360	275	460	73	86	50	31	host	uvrC
gene-PA4316	155	207	97	141	32	25	14	10	host	sbcB
gene-PA2938	20	12	9	11	2	7	3	1	host	gene-PA2938
gene-PA1424	28	16	11	19	2	4	4	0	host	gene-PA1424
gene-PA0983	23	51	15	27	3	5	4	6	host	gene-PA0983
gene-PA3196	62	65	99	195	8	17	5	6	host	gene-PA3196
gene-PA0290	67	66	20	29	4	7	6	2	host	gene-PA0290
gene-PA5007	119	134	105	200	21	21	8	4	host	gene-PA5007
gene-PA2140	2	0	0	0	0	0	0	0	host	gene-PA2140
gene-PA4376	63	49	37	48	12	14	7	4	host	pncB2
gene-PA2842	49	57	33	60	5	12	10	5	host	gene-PA2842
gene-PA5153	923	964	655	651	49	31	11	22	host	gene-PA5153
gene-PA2572	60	50	47	52	11	11	5	5	host	gene-PA2572
gene-PA0069	24	19	13	28	7	7	6	3	host	gene-PA0069
gene-PA4032	183	156	56	94	28	33	17	9	host	gene-PA4032
gene-PA0973	3934	4176	2392	3662	769	835	506	360	host	oprL
gene-PA2399	28932	26652	20480	31884	4152	5009	2201	1456	host	pvdD
gene-PA1097	1037	1025	299	420	85	93	41	32	host	fleQ
gene-PA5522	125	107	91	137	23	22	7	5	host	gene-PA5522
gene-PA0126	11	12	8	11	4	8	5	6	host	gene-PA0126
gene-PA4690.4	544	1082	385	813	284	611	398	213	host	gene-PA4690.4
gene-PA4975	68	52	32	78	8	10	2	3	host	gene-PA4975
gene-PA2570.1	86	71	9	12	3	8	5	4	host	gene-PA2570.1
gene-PA4879	118	88	48	69	11	19	5	5	host	gene-PA4879
gene-PA2566	10	31	23	46	7	20	8	2	host	gene-PA2566
gene-PA2459	73	207	100	281	19	41	6	5	host	gene-PA2459
gene-PA1396	41	49	25	34	7	14	8	6	host	gene-PA1396
gene-PA0881	1	3	0	1	0	0	0	1	host	gene-PA0881
gene-PA0571	43	41	19	24	7	6	3	2	host	gene-PA0571
gene-PA1192	82	126	120	176	37	37	28	16	host	gene-PA1192
gene-PA2830	168	246	109	137	31	40	32	22	host	htpX
gene-PA5239	588	737	1549	2189	177	225	94	72	host	rho
gene-PA0959	150	127	77	88	10	26	12	10	host	gene-PA0959
gene-PA1375	90	75	36	32	7	7	2	3	host	pdxB
gene-PA1249	202	407	174	299	30	32	10	7	host	aprA
gene-PA0083	272	288	221	355	73	105	62	29	host	gene-PA0083
gene-PA3910	13	16	8	9	2	0	3	0	host	eddA
gene-PA2417	39	23	20	26	3	3	2	0	host	gene-PA2417
gene-PA0697	6	5	2	3	1	0	0	0	host	gene-PA0697
gene-PA4495	294	245	158	186	47	40	16	14	host	gene-PA4495
gene-PA0454	65	51	41	60	10	8	6	1	host	gene-PA0454
gene-PA0629	44	49	65	87	54	78	54	33	host	gene-PA0629
gene-PA0751	28	28	41	42	7	11	4	2	host	gene-PA0751
gene-PA3842	125	40	70	30	18	2	1	1	host	gene-PA3842
gene-PA4938	1030	1422	1313	2046	412	524	229	142	host	purA
gene-PA3680	63	59	33	49	12	5	4	3	host	gene-PA3680
gene-PA3744	3180	3555	3430	6494	1107	1722	840	491	host	rimM
gene-PA3787	126	115	37	79	12	15	9	6	host	gene-PA3787
gene-PA0915	4	6	8	15	16	12	5	1	host	gene-PA0915
gene-PA0899	602	656	657	1305	65	100	27	16	host	aruB
gene-PA3573	20	27	30	45	5	11	3	4	host	gene-PA3573
gene-PA2708	30	27	10	10	3	7	2	1	host	gene-PA2708
gene-PA2167	1	3	0	3	2	1	0	0	host	gene-PA2167
gene-PA4973	85	67	63	111	18	15	7	4	host	thiC
gene-PA4729	41	68	36	64	22	15	14	6	host	panB
gene-PA1337	1011	117	918	106	189	55	17	47	host	ansB
gene-PA4574	27	31	25	55	10	15	9	9	host	gene-PA4574
gene-PA1702	68	10	22	7	9	2	0	3	host	gene-PA1702
gene-PA0098	14	14	6	9	3	4	5	1	host	gene-PA0098
gene-PA2183	9	8	3	2	0	2	1	0	host	gene-PA2183
gene-PA4727	137	119	161	294	36	37	20	13	host	pcnB
gene-PA2262	7	12	6	9	2	4	0	3	host	gene-PA2262
gene-PA1318	51	49	29	34	13	12	16	21	host	cyoB
gene-PA3883	12	11	4	6	0	2	0	1	host	gene-PA3883
gene-PA1083	92	61	87	86	12	15	5	11	host	flgH
gene-PA1730	24	20	14	28	5	5	4	0	host	gene-PA1730
gene-PA1385	16	22	4	9	5	4	1	1	host	gene-PA1385
gene-PA2768	10	13	16	23	0	3	2	5	host	gene-PA2768
gene-PA3185	543	544	318	1053	54	85	40	30	host	gene-PA3185
gene-PA0685	13	8	7	10	3	6	4	2	host	gene-PA0685
gene-PA4986	20	24	11	25	0	4	6	4	host	gene-PA4986
gene-PA3740	42	30	20	32	9	8	4	5	host	gene-PA3740
gene-PA0689	52	118	72	154	27	74	23	13	host	gene-PA0689
gene-PA4036	65	39	22	31	6	12	5	2	host	gene-PA4036
gene-PA5568	494	666	835	1281	200	254	96	63	host	gene-PA5568
gene-PA3588	8	8	2	7	3	1	2	1	host	gene-PA3588
gene-PA2602	14	15	8	6	0	1	1	2	host	gene-PA2602
gene-PA0003	581	768	490	822	140	224	109	78	host	recF
gene-PA0696	15	15	9	10	1	6	2	4	host	gene-PA0696
gene-PA0028	59	88	26	50	4	10	2	3	host	gene-PA0028
gene-PA3118	145	152	87	133	15	14	5	6	host	leuB
gene-PA4270	6730	11317	8133	15653	3097	4001	2195	1568	host	rpoB
gene-PA5280	42	44	22	37	5	15	3	3	host	sss
gene-PA1118	59	62	43	53	4	18	8	4	host	gene-PA1118
gene-PA4609	223	181	90	133	15	32	13	12	host	radA
gene-PA2914	34	27	19	14	2	4	0	0	host	gene-PA2914
gene-PA4083	5	2	0	1	1	0	0	0	host	cupB4
gene-PA5158	10	18	14	9	4	4	2	1	host	gene-PA5158
gene-PA4947	651	565	259	374	103	151	62	53	host	amiB
gene-PA4836	13	5	7	11	2	3	3	0	host	gene-PA4836
gene-PA4100	16	12	7	7	2	1	3	1	host	gene-PA4100
gene-PA2898	3	3	0	5	1	0	1	0	host	gene-PA2898
gene-PA0102	99	119	108	161	46	67	32	7	host	gene-PA0102
gene-PA3710	81	148	44	66	8	9	4	2	host	gene-PA3710
gene-PA5032	9	10	1	5	0	0	0	1	host	gene-PA5032
gene-PA0807	14	14	26	41	23	13	7	10	host	ampDh3
gene-PA3001	888	935	1007	1192	386	345	252	204	host	gene-PA3001
gene-PA2038	16	29	20	35	2	8	4	1	host	gene-PA2038
gene-PA3018	46	40	41	58	6	12	5	1	host	gene-PA3018
gene-PA1911	153	75	7	16	1	4	1	0	host	femR
gene-PA3822	359	442	358	466	105	99	44	35	host	gene-PA3822
gene-PA0975	129	159	192	298	28	33	27	13	host	gene-PA0975
gene-PA1391	48	36	40	37	5	1	2	1	host	gene-PA1391
gene-PA3359	33	49	21	27	4	5	0	0	host	gene-PA3359
gene-PA0544	30	26	13	9	5	10	3	0	host	gene-PA0544
gene-PA1489	20	11	5	8	2	2	0	0	host	gene-PA1489
gene-PA5070	49	60	47	75	10	19	9	7	host	tatC
gene-PA0014	9	8	7	11	2	4	1	1	host	gene-PA0014
gene-PA1197	34	33	35	57	17	28	12	3	host	gene-PA1197
gene-PA4292	83	187	128	226	50	64	31	24	host	gene-PA4292
gene-PA4009	20	24	6	12	1	2	2	3	host	gene-PA4009
gene-PA5412	102	121	40	63	15	14	16	8	host	gene-PA5412
gene-PA0974	1313	1524	914	1333	250	242	167	103	host	gene-PA0974
gene-PA4872	86	65	39	54	15	15	6	1	host	gene-PA4872
gene-PA4896	366	382	27	27	5	1	2	2	host	gene-PA4896
